,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,protein,fiber,Sugar,carbohydrates,Fat,calorific value,Characteristics,supplier,May contain traces of,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,region of origin,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,Fett,Brennwert,Eigenschaften,Lieferant,Kann Spuren enthalten von ,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,hereof: saturated fatty acids,Size,Delivery days,Product InformationThe supplier has not provided us with detailed information about this product.View all Barilla products,davon gesättigte Fettsäuren,Ursprungsregion,country of origin,Ursprungsland,sodium,Description,drained weight,capacity,Abtropfgewicht,Unser Beitrag für Nachhaltigkeit,4. Anrichten,3. Abschrecken,2. Aufkochen,1. Auspacken,Freshness guarantee (minimum)
255,Pfanni mashed potatoes the complete,€1.69,"A principle at Pfanni: Even if it has to be done quickly, the taste must not be neglected. Therefore, fine mashed potatoes are also available as complete mashed potatoes. Simply tear open the bag and stir the fine potato flakes into hot water. The milk is already in there. And the good taste anyway. , Unilever Deutschland GmbH has provided the above information.",https://oda.com//de/products/44609-pfanni-pfanni-kartoffel-puree-das-komplette/,https://bilder.kolonial.no/local_products/f5a4ee5c-46e7-4e99-b104-aeee001fd473.jpg?auto=format&fit=max&w=800&s=a6f13b82b325bd95d7f0a1048d0df4ae,,,,,,,,,,,"85% Kartoffeln², Palmöl, 4,3% MAGERMILCHPULVER, Speisesalz, Glukosesirup, Emulgator Mono- und Diglyceride von Speisefettsäuren, MILCHEIWEISS, Aromen. ²aus nachhaltigem Anbau. Unter Schutzatmosphäre verpackt. ",1500 milliliters,daily,"pasta, rice and cereals",potato products,oda,,0.53 g,1.50 g,,0.80 g,0.80 g,1 g,238 kJ / 57 kcal,,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, Deutschland",,,,,,,,,1 g,Deutschland,,,,,,,,,,,,,
256,Pfanni potato puree the hearty,€1.69,"It is said about this puree that people who have tried it have never made it themselves. Why? We don't know for sure either. But the fact that 17 fresh potatoes are gently processed for one package of this strong puree actually speaks for itself. , Unilever Deutschland GmbH has provided the above information.",https://oda.com//de/products/46182-pfanni-pfanni-kartoffel-puree-das-herzhafte/,https://bilder.kolonial.no/local_products/fe33fe29-e5fc-44fe-91f4-7603252df0f4.jpg?auto=format&fit=max&w=800&s=42921ca0e9f4bf247cdc0e01e3c3c3a8,,,,,,,,,,,"97% Kartoffeln², Emulgator Mono- und Diglyceride von Speisefettsäuren, Aromen, Speisesalz. ²aus nachhaltigem Anbau Unter Schutzatmosphäre verpackt. Kann Spuren von GLUTEN, MILCH, EI und SELLERIE enthalten. ",1500 milliliters,daily,"pasta, rice and cereals",potato products,oda,,0.45 g,2.70 g,,2.60 g,2.60 g,1.60 g,306 kJ / 73 kcal,,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, Deutschland",,,,,,,,,1.60 g,,,,,,,,,,,,,,
257,Pfanni mashed potatoes the loose,€1.69,"A puree that melts in your mouth. The flakes used for this puree are so fine. Even the preparation is a real poem: let the flakes trickle into hot water, add milk, stir and let a piece of Rama melt on the creamy, fluffy surface. Almost too good to be true! , Unilever Deutschland GmbH has provided the above information.",https://oda.com//de/products/46397-pfanni-pfanni-kartoffel-puree-das-lockere/,https://bilder.kolonial.no/local_products/441c1d9e-17bc-40eb-b28c-ab72c09bf45a.jpg?auto=format&fit=max&w=800&s=5258aa98a00a0daf8e22c7602292842b,,,,,,,,,,,"99% Kartoffeln², Emulgator Mono- und Diglyceride von Speisefettsäuren, Stabilisator Diphosphat, Aromen, Antioxidationsmittel NATRIUMMETABISULFIT. Unter Schutzatmosphäre verpackt. ²aus nachhaltigem Anbau Kann Spuren von MILCH enthalten. ",1500 milliliters,daily,"pasta, rice and cereals",potato products,oda,,0.40 g,2.10 g,,1.70 g,1.70 g,1.20 g,257 kJ / 61 kcal,,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, Deutschland",,,,,,,,,1.20 g,,,,,,,,,,,,,,
258,Maggi Semmel dumplings in a cooking bag,€1.99,"Traditional, classic and incredibly delicious: Bread dumplings are among the most popular side dishes and are prepared in no time with Maggi. The specialty of southern German cuisine tastes particularly delicious with hearty meat dishes, but also with vegetarian dishes with mushrooms or cauliflower. If it has to be quick and still tasty, Maggi Semmel Dumplings Classic are the perfect choice!Maggi Semmel Dumplings ? the classic side dish for meat dishes Whether sliced ​​turkey, Kassler, goulash or beef roulades - hearty meat dishes only taste really good with the right side dishes. Vegetables, sauce and hearty bread dumplings round off the meat dish wonderfully. Maggi's bread dumplings are a real classic in the cold season. But even on warmer days you can spoil yourself with the delicious side dish. Maggi Semmel Knödel Classic Makes six delicious portions Classic bread dumplings in a cooking bag, refined with onions and parsley The ideal accompaniment to hearty meat dishes Quick and easy to prepare in just a few minutes What you need: Water, a little salt, a pot , Maggi GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/52281-maggi-maggi-semmel-knodel-im-kochbeutel/,https://bilder.kolonial.no/local_products/ddd847bb-7dfc-4707-a0b5-0e3a8a0a3035.jpg?auto=format&fit=max&w=1000&s=d3ac4e74a5f5d0b0054cb6e3fcc65c5b,1g,3.80g,,1.30g,22g,2.70g,,,,,,,,"pasta, rice and cereals",potato products,oda,,,,,,,,551kJ / 132kcal,,"Maggi GmbH, Julius-Bührer-Straße 8, 78224 Singen (Hohentwiel), Deutschland",,"87% Semmelbrösel (WEIZENMEHL, Salz, Hefe), Stärke, Palmfett, Jodsalz, Würze, VOLLEIPULVER, Zwiebeln, HÜHNEREI-EIWEISSPULVER, Gewürze, Petersilie, Verdickungsmittel Guarkernmehl, Salz. Kann MILCH, SOJA und SELLERIE enthalten. ",200 Gramm,täglich,1.30g,,,,,Deutschland,,,,,,,,,,,,,
259,Every day mashed potatoes 12 Por,€1.55,"Mashed potatoes for 3 x 0.7 liters of liquid, makes 3 x 4 = 12 servings. , Central trading company ZHG mbH Food has provided the above information.",https://oda.com//de/products/45557-jeden-tag-jeden-tag-kartoffelpuree-12-por/,https://bilder.kolonial.no/local_products/4304c7cb-3812-4666-926d-ac8098b732ab.jpg?auto=format&fit=max&w=723&s=d3767c630016c8dc708ffc54af1ca46b,0.50g,2g,,1.40g,1.40g,0.90g,280kJ / 67kcal,,"Central trading company ZHG mbH Food, Hanns-Martin-Schleyer-Strasse 2, 77656 Offenburg, Germany",,"Potatoes,  emulsifier:  mono-  and  diglycerides  of  fatty acids;  Antioxidants:  fatty acid esters  of  ascorbic acid,  SODIUM METABISULTITE , turmeric.  ",345 grams,daily,"pasta, rice and cereals",potato products,oda,Germany,,,,,,,,,,,,,,0.90g,,,,,,,,,,,,,,,,,,
260,Fried potatoes with onions every day,€1.39,"The basis for this potato product are waxy and yellow-fleshed potatoes. The continuous control from the field to the finished product according to the highest international standards guarantees consistent quality all year round. , Grocholl GmbH & Co. KG has provided the above information.",https://oda.com//de/products/44127-jeden-tag-jeden-tag-bratkartoffeln-mit-zwiebeln/,https://bilder.kolonial.no/local_products/024fef63-0186-4d41-a2cc-d43b9561a689.jpg?auto=format&fit=max&w=835&s=362eacb4de8b18583996e813fbbc2379,0.79g,1.80g,,0.90g,0.90g,2.40g,372kJ / 89kcal,,"Grocholl GmbH & Co. KG, Dalitzer Weg 4, 29459 Clenze, Germany",,"90%  potatoes,  6%  onions,  rapeseed oil,  table salt,  spice,  antioxidant:  SODIUM METABISULPHITE . ",400 grams,daily,"pasta, rice and cereals",potato products,oda,Germany,,,,,,,,,,,,,,2.40g,,,,,,,,,,,,,,,,,,
261,Fried potatoes with ham and onions every day,€1.39,"The basis for this potato product are waxy and yellow-fleshed potatoes. The continuous control from the field to the finished product according to the highest international standards guarantees consistent quality all year round. , Grocholl GmbH & Co. KG has provided the above information.",https://oda.com//de/products/46261-jeden-tag-jeden-tag-bratkartoffeln-m-schinken-u-zw/,https://bilder.kolonial.no/local_products/7e1b63ed-10ad-465c-a276-e39d3e9f0bd2.jpg?auto=format&fit=max&w=818&s=f117407cabf3dae8fc8ad77f170b050e,,,,,,,,,,,"87% Kartoffeln, 6% Zwiebeln, 3,5% Schinken (Schweinefleisch, Speisesalz, Konservierungsstoff: Natriumnitrit, Antioxidationsmittel: Natriumascorbat, Buchenholzrauch), Rapsöl, Speisesalz, Gewürze, Würze, Raucharoma, Antioxidationsmittel: NATRIUMMETABISULFIT. ",400 grams,daily,"pasta, rice and cereals",potato products,oda,,0.75 g,2.30 g,,1 g,1 g,3.20 g,411 kJ / 98 kcal,,"Grocholl GmbH & Co. KG, Dalitzer Weg 4, 29459 Clenze, Deutschland",,,,,,,,,3.20 g,,,,,,,,,,,,,,
262,Every day 6 bread dumplings in a cooking bag,€0.99,"6 bread dumplings in a cooking bag. , Central trading company ZHG mbH Food has provided the above information.",https://oda.com//de/products/46689-jeden-tag-jeden-tag-6-semmelknodel-im-kochbeutel/,https://bilder.kolonial.no/local_products/274e4a53-5d03-44b9-9d39-b2f7164cd51b.jpg?auto=format&fit=max&w=780&s=77663c64646317387b86f6f5493b4567,1.20g,4.40g,,1.40g,1.40g,0.70g,555kJ / 133kcal,,"Central trading company ZHG mbH Food, Hanns-Martin-Schleyer-Strasse 2, 77656 Offenburg, Germany",,"90%  bread cubes  ( WHEAT FLOUR , salt, yeast), potato starch, salt, spices, rapeseed fat (completely hydrogenated), WHOLE CHICKEN EGG , CHICKEN EGG WHITE , parsley, thickener: guar gum. May contain traces of CELERY and MUSTARD .                     ",200 grams,daily,"pasta, rice and cereals",potato products,oda,,,,,,,,,,,,,,,0.70g,,,,,,,,,,,,,,,,,,
263,Gnocchi every day,€0.99,"Gnocci, potato dumplings made from mashed potatoes and wheat flour. , Eterna Nahrungsmittel GmbH has provided the above information.",https://oda.com//de/products/45325-jeden-tag-jeden-tag-gnocchi/,https://bilder.kolonial.no/local_products/5d0b5d4a-9c0f-40c8-bf58-26a7fbff9e2b.jpg?auto=format&fit=max&w=760&s=38c98d72050c7304bc29405b56578741,0.60g,3.80g,,1.50g,1.50g,,663kJ / 158kcal,,"Eterna Nahrungsmittel GmbH, Hanauer Landstrasse 411, 60314 Frankfurt, Germany",,"70%  mashed potatoes  (water,  potato flakes  (potatoes,  emulsifier:  mono-  and  diglycerides  of  fatty acids;  stabilizer:  disodium diphosphate;  antioxidant:  potassium sulfate;  turmeric,  flavoring)),  22%  WHEAT FLOUR , potato starch, salt, flavorings, rice flour, acidity regulator: citric acid; Preservative: sorbic acid.         ",500 grams,daily,"pasta, rice and cereals",potato products,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Goldmarie potato salad housewife style,€2.75,"Housewife style potato salad with Lyoner and egg. , Heinrich Kuhlmann GmbH has provided the above information.",https://oda.com//de/products/42973-goldmarie-goldmarie-kartoffelsalat-nach-hausfrauen/,https://bilder.kolonial.no/local_products/f03c1d8f-8156-46b1-9b42-64e0faeb176e.jpg?auto=format&fit=max&w=1000&s=869f9c8b529588d6453479e164043b6a,1.10g,3.60g,,5g,5g,13g,818kJ / 196kcal,,,,"Kartoffeln 48%, Rapsöl, EIER 8%, Lyoner 8% (Schweinefleisch, Speck, Trinkwasser, Speisesalz, Dextrose, Säureregulator: Natriumcitrate, Maltodextrin, Gewürze, Antioxidationsmittel: Ascorbinsäure, Farbstoff: Echtes Karmin), Gurken, Zucker, Branntweinessig, Zwiebeln, SENFSAATEN, EIGELB, Speisesalz, Gewürze, Zwiebeln, Sonnenblumenöl, Verdickungsmittel: Xanthan, Säuerungsmittel: Essigsäure. ",400 grams,daily,"pasta, rice and cereals",potato products,oda,,,,,,,,,,"Heinrich Kuhlmann GmbH, Im Thüle 26, 33397 Rietberg, Germany",,,,,13g,,,,,,,,,,,,,,,,,,5 days
265,Schär gnocchi,€2.99,"Gnocchi - Schär - 300g Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free,Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, VeganWheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, VeganWheat Free, Vegan Gluten Free, Wheat Free, Vegan Gluten Free, Wheat Free, Vegan , dr Schär AG / SPA has provided the above information.",https://oda.com//de/products/47148-schar-schar-gnocchi/,https://bilder.kolonial.no/local_products/e41861f1-7884-42db-bbb2-31755fba0f9a.jpg?auto=format&fit=max&w=733&s=f0defce09a6af8aa1a2ffeedfe804cd9,1g,3.10g,2.70g,0.90g,36g,0g,686kJ / 162kcal,,"dr Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italy",,"Water,  potato flakes  23%  (potatoes,  emulsifier:  mono and  diglycerides  of  fatty acids;  stabilizer:  disodium diphosphate;  antioxidant:  ascorbyl palmitate),  rice flour,  potato starch,  salt,  acidity regulator:  lactic acid;  Preservative:  sorbic acid.  LACTOSE FREE ",300 grams,daily,"pasta, rice and cereals",potato products,oda,Italy,,,,,,,,,,,,,,0g,,,,,,,,,,,,,,,,,,
266,Glue breadcrumbs,€1.49,"LEIMER breadcrumbs 400g , Leimer KG has provided the above information.",https://oda.com//de/products/47808-leimer-leimer-paniermehl/,https://bilder.kolonial.no/local_products/4642e8e8-b90a-4601-9c6c-860341cb19b2.jpg?auto=format&fit=max&w=1000&s=a7f48c9bd3077bbedad7ae44d000505c,1.50g,13.60g,5.60g,3g,69g,1.50g,1505kJ / 355kcal,,"Leimer KG, Kotzinger Str. 16, D-83278 Traunstein, Germany",,"WHEAT FLOUR , yeast, salt   ",400 grams,daily,"pasta, rice and cereals",breadcrumbs and breadcrumbs,oda,,,,,,,,,,,,,,,0.40g,,,,,,Germany,,,,,,,,,,,,
267,Schär breadcrumbs,€2.99,"Breadcrumbs - Schär - 300g gluten-free, wheat-free, lactose-free gluten-free, wheat-free, lactose-free gluten-free, wheat-free, lactose-free gluten-free, wheat-free, lactose-free gluten-free, wheat-free, lactose-free gluten-free, wheat-free, lactose-free gluten-free, wheat-free, lactose-free gluten-free, wheat-free, lactose-free gluten-free, wheat-free, Lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, Lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free,Lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, Lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose freeLactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose freeLactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free gluten free, wheat free, lactose free , Dr. Schär AG / SPA hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43657-schar-schar-paniermehl/,https://bilder.kolonial.no/local_products/5a200a2a-0540-4d27-ab34-cf7fe2e4a235.jpg?auto=format&fit=max&w=667&s=acd3923ab7c999d731b5b83ff60dbaaa,,,,,,,,,,,,,,"pasta, rice and cereals",breadcrumbs and breadcrumbs,oda,,1.10 g,8.30 g,6.80 g,3.40 g,63 g,14 g,1785 kJ / 425 kcal,,"Dr. Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italien",Lupine.,"Reismehl, Maisstärke, SOJAMEHL, Palmfett, EIER, Glukosesirup, Verdickungsmittel: Guarkernmehl, Hefe, Salz. Kann Spuren von LUPINEN enthalten. ",300 Gramm,täglich,,,,,5.80 g,Deutschland,,,,,,,,,,,,,
268,Breadcrumbs every day,€1.69,"Breadcrumbs. , Leimer KG has provided the above information.",https://oda.com//de/products/47626-jeden-tag-jeden-tag-paniermehl/,https://bilder.kolonial.no/local_products/0a905a6b-3f77-4208-b5c4-62818b6ea912.jpg?auto=format&fit=max&w=532&s=a74075cf5e10d1f92ad957dfbc4a075c,1.50g,13g,,4.40g,4.40g,1.60g,1512kJ / 361kcal,,"Leimer KG, Kotzinger Str. 16, D-83278 Traunstein, Germany",,"WHEAT FLOUR , salt, yeast.   ",1000 grams,daily,"pasta, rice and cereals",breadcrumbs and breadcrumbs,oda,,,,,,,,,,,,,,,1.60g,,,,,,,,,,,,,,,,,,
269,Leimer Panko breadcrumbs,€1.89,"LEIMER Panko breadcrumbs 175g , Leimer KG has provided the above information.",https://oda.com//de/products/43396-leimer-leimer-panko-paniermehl/,https://bilder.kolonial.no/local_products/60772078-6fd9-4b56-be88-bfc4963c3657.jpg?auto=format&fit=max&w=1000&s=2539b186195eb63f641e751b08f6dbc9,1.50g,12.70g,4.10g,4.50g,70.20g,1.30g,1490kJ / 352kcal,,"Leimer KG, Kotzinger Str. 16, D-83278 Traunstein, Germany",Sesame seeds.,"WHEAT FLOUR , salt, yeast, sweetener: sugar, acidity regulator: sodium acetate      ",175 grams,daily,"pasta, rice and cereals",breadcrumbs and breadcrumbs,oda,,,,,,,,,,,,,,,0.60g,,,,,,Germany,,,,,,,,,,,,
270,Leimer organic breadcrumbs,€1.29,"LEIMER ORGANIC breadcrumbs 200g , Leimer KG has provided the above information.",https://oda.com//de/products/43989-leimer-leimer-bio-semmelbrosel/,https://bilder.kolonial.no/local_products/f7d1e9da-2d8a-41cd-a648-7a06be0e910f.jpg?auto=format&fit=max&w=814&s=e8a66eb4dcdbf810ed0d4b5d195ba52b,1.50g,11.20g,4g,4.20g,74.20g,1.10g,1525kJ / 360kcal,organic product,"Leimer KG, Kotzinger Str. 16, D-83278 Traunstein, Germany",,"Organic WHEAT FLOUR,  yeast,  salt ",200 grams,daily,"pasta, rice and cereals",breadcrumbs and breadcrumbs,oda,,,,,,,,,,,,,,,0.70g,,,,,,Germany,,,,,,,,,,,,
271,Glue breadcrumbs,€1.39,"LEIMER breadcrumbs 400g , Leimer KG has provided the above information.",https://oda.com//de/products/46633-leimer-leimer-semmelbrosel/,https://bilder.kolonial.no/local_products/1b39284b-ee17-4741-bf9b-0fedfd5e9f44.jpg?auto=format&fit=max&w=750&s=4b00c1e5f7773a34fd04ed8303032da4,1.50g,12.70g,4g,4g,70.20g,1.30g,1490kJ / 352kcal,,"Leimer KG, Kotzinger Str. 16, D-83278 Traunstein, Germany",,"WHEAT FLOUR , yeast, salt   ",400 grams,daily,"pasta, rice and cereals",breadcrumbs and breadcrumbs,oda,,,,,,,,,,,,,,,0.60g,,,,,,Germany,,,,,,,,,,,,
272,Leimer Panat Fix & Done,€1.29,"LEIMER Panat breading mix 200g , Leimer KG has provided the above information.",https://oda.com//de/products/45700-leimer-leimer-panat-fix-fertig/,https://bilder.kolonial.no/local_products/72cd2fc1-cf73-450c-b49e-f3375ad68fdd.jpg?auto=format&fit=max&w=1000&s=e12341feb30308252fd88c39e8d475c3,6.60g,11.90g,3.20g,5.60g,66g,2.30g,1435kJ / 339kcal,,"Leimer KG, Kotzinger Str. 16, D-83278 Traunstein, Germany",,"WHEAT FLOUR , salt, 3% WHOLE EGG POWDER , spices, yeast, pepper oil, LACTOSE        ",200 grams,daily,"pasta, rice and cereals",breadcrumbs and breadcrumbs,oda,,,,,,,,,,,,,,,0.80g,,,,,,Germany,,,,,,,,,,,,
273,Leimer Whole Wheat Crumbs,€1.39,"LEIMER wholemeal crumbs 400g , Leimer KG has provided the above information.",https://oda.com//de/products/46947-leimer-leimer-vollkornbrosel/,https://bilder.kolonial.no/local_products/13784135-3c0d-43f2-9631-e6f4e24b7340.jpg?auto=format&fit=max&w=1000&s=736b787562c43f75acee00479fd2fc7f,1.50g,12.90g,10.30g,8.90g,63.50g,2g,1455kJ / 344kcal,,"Leimer KG, Kotzinger Str. 16, D-83278 Traunstein, Germany",,"WHOLEMEAL WHEAT FLOUR , yeast, salt   ",400 grams,daily,"pasta, rice and cereals",breadcrumbs and breadcrumbs,oda,,,,,,,,,,,,,,,0.60g,,,,,,Germany,,,,,,,,,,,,
