0,Unnamed: 0,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,Protein,fiber,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,supplier,Region of origin,deposit,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Freshness guarantee (minimum),Refrigerated (+2 to +7°C) best before,Characteristics,Country of origin,Information about the offer,storage,May contain traces of,drained weight,of it strength,Description,Note on the freshness guarantee,Monounsaturated fatty acids,Insert currywurst slices,gross weight,"Store at room temperature protected from light. After opening, store in a cool place (max. +7°C) and use up within 2 days. Best before",Notice,thereof polyols,Polyunsaturated fatty acids
329,329,Schär Millefoglie puff pastry gluten-free,"3,69€","Puff pastry - Schär - 250g, Dr. Schär AG / SPA has provided the above information.",https://oda.com//de/products/47988-schar-schar-millefoglie-blatterteig-glutenfrei/,https://bilder.kolonial.no/local_products/f05052ab-d90e-4576-b41b-aa86733fd7be.jpg?auto=format&fit=max&w=1000&s=d24687a02e975a1420b02bfa5fd60297,0.95 g,2.30 g,4.80 g,2.10 g,30 g,13 g,28 g,1624 kJ / 391 kcal,"dr Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italy",Italy,in,"vegetable margarine (palm fat,
water, sunflower oil, emulsifier: citric acid esters of mono- and diglycerides of fatty acids; acidity regulators: ascorbic acid, sodium ascorbate; salt, aroma), water,
Rice starch, corn starch, rice flour, chicory fiber, thickener: hydroxypropylmethylcellulose, guar gum; Dextrose, sunflower oil, SOY PROTEIN, emulsifier: mono- and diglycerides
of fatty acids; salt, potato flakes, raising agent: ammonium bicarbonate. LACTOSE-FREE (lactose < 0.007g/100g)",250 Gramm,daily,Fast kitchen,Ready-made dough & baked goods,oda,in,in,in,in,in,Frozen products Store at -18°C or below. Do not freeze again after defrosting.,in,in,in,in,in,in,in,in,in,in,in,in
330,330,Fresh puff pastry every day,"0,99€","Refrigerated puff pastry, rolled up on baking paper, ready to bake , Zentrale Handelsgesellschaft- ZHG-mbH has provided the above information.",https://oda.com//de/products/59355-jeden-tag-jeden-tag-frischer-blatterteig/,https://bilder.kolonial.no/local_products/1fa74314-486b-44dc-b888-86770bb400cd.jpg?auto=format&fit=max&w=1000&s=200af8a5687204aed4bd96f7c14a3218,0.83 g,5.70 g,in,1.10 g,35 g,12 g,24 g,1589 kJ / 381 kcal,"Central trading company - ZHG-mbH, Hanns-Martin-Schleyer Str. 2, 77656 Offenburg, Germany",in,in,"WHEAT FLOUR, palm fat, drinking water, ethyl alcohol, sugar, table salt, acidifier: citric acid.",275 Gramm,daily,Fast kitchen,Ready-made dough & baked goods,oda,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
331,331,Every day fresh pizza dough XXL,"1,39€","Pizza dough, ready-to-bake, rolled up on baking paper, Zentrale Handelsgesellschaft- ZHG-mbH has provided the above information.",https://oda.com//de/products/59356-jeden-tag-jeden-tag-frischer-pizzateig-xxl/,https://bilder.kolonial.no/local_products/ccf3e771-7b6c-4ffc-940e-07beb25b14b8.jpg?auto=format&fit=max&w=1000&s=4ec7e8b9e862e917348fabd0cf0c1ec2,in,in,in,in,in,in,in,in,"Central trading company - ZHG-mbH, Hanns-Martin-Schleyer Str. 2, 77656 Offenburg, Germany",Deutschland,in,"WHEAT FLOUR, drinking water, rapeseed oil, olive oil, WHEAT STARCH, ethyl alcohol, table salt, raising agents: diphosphates, sodium carbonates; Yeast, WHEAT PROTEIN, dextrose, corn flour, acidifier: citric acid; Emulsifier: mono- and diglycerides of fatty acids.",550 Gramm,daily,Fast kitchen,Ready-made dough & baked goods,oda,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
332,332,Tillman's Pulled Pork,"6,59€","Roast pork from the shoulder piece with BBQ seasoning - simply delicious! Pulled pork is incredibly tender and is easily pulled apart with two forks. Mix the shredded meat with the marinade. Then serve on the plate or in a burger bun with some BBQ sauce and other side dishes. , Zur Mühlen Gruppe Markenvertriebs GmbH has provided the above information.",https://oda.com//de/products/51641-tillmans-tillmans-pulled-pork/,https://bilder.kolonial.no/local_products/3980bb2e-2115-4641-b55c-9a883b42c904.jpg?auto=format&fit=max&w=1000&s=a22a71a34f44d7a08888a9cbf1b9b0bb,1.60 g,19 g,in,1.50 g,2.80 g,1.20 g,3 g,486 kJ / 116 kcal,"Zur Mühlen Gruppe Markenvertriebs GmbH, Gewerbestrasse 1, 24860 Böklund, Germany",Deutschland,in,"82% Pork, Drinking Water, Sugar, Spices, Table Salt, Tapioca Starch, Maltodextrin, Carrots, Tomatoes, Glucose Syrup, Onion Extract, Caramel. May contain traces of MUSTARD and CELERY.",550 Gramm,daily,Fast kitchen,meat and fish products,oda,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
333,333,Tillman's Pulled Chicken,"6,59€","From the chicken breast, liquidly seasoned and tenderly cooked, ready to heat up in the oven or on the grill. Pulled chicken is incredibly tender and is easily pulled apart with two forks. Mix the shredded meat with the marinade. Then serve on the plate or in a burger bun with some BBQ sauce and other side dishes. , Zur Mühlen Gruppe Markenvertriebs GmbH has provided the above information.",https://oda.com//de/products/51642-tillmans-tillmans-pulled-chicken/,https://bilder.kolonial.no/local_products/f5a44504-9cf1-43cd-b99e-88e6d6006a5a.jpg?auto=format&fit=max&w=1000&s=af4689c0c0f54039a31842c1787734f7,2.30 g,17 g,in,2.80 g,2.80 g,1 g,1 g,439 kJ / 105 kcal,"Zur Mühlen Gruppe Markenvertriebs GmbH, Gewerbestrasse 1, 24860 Böklund, Germany",Deutschland,in,"Chicken Breast (82%), Drinking Water, Tapioca Starch, Potato Starch, Glucose Syrup, Spices (Black Pepper, Paprika, Onion, Garlic, Fennel, Cinnamon, Cloves), Table Salt, Cane Sugar, Tomato Granules, Lemon Fruit Powder, Spice Extracts, Hickory Smoke. May contain traces of MUSTARD and CELERY.",550 Gramm,daily,Fast kitchen,meat and fish products,oda,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
334,334,Flemmings Hot-Dog Twin Pack,"2,75€","2x hot dogs American style. With Heinz ketchup. , Walke Trade & Consult GmbH has provided the above information.",https://oda.com//de/products/47200-flemmings-flemmings-hot-dog-twin-pack/,https://bilder.kolonial.no/local_products/fee38ed2-dedc-45fa-b7ac-676bc2416658.jpg?auto=format&fit=max&w=667&s=82935dd3ccbe28fa0761e23fe59bfdc6,1.40 g,10.40 g,in,3.20 g,3.20 g,11.10 g,11.10 g,969 kJ / 232 kcal,"Walke Trade & Consult GmbH, Feldstrasse 12, 49214 Bad Rothenfelde, Germany",Netherlands,in,"45.8% hot dog buns* (WHEAT FLOUR, water, sugar, rapeseed oil, baker's yeast, iodised table salt, WHEAT GLUTEN, emulsifier (mono- and diglycerides of fatty acids), glucose syrup, preservatives (calcium propionate, sorbic acid), CASEINATE, natural flavoring, flour treatment agent (ascorbic acid)). 45.8% sausages (89% pork, pork collagen, acidity regulator (potassium lactate), mineral salt (potassium salt), smoke flavoring, salt, dextrose, stabilizer (potassium and sodium diphosphates, polyphosphates), acid (citric acid), natural flavoring, antioxidant (sodium ascorbate) , preservative (potassium acetate, sodium nitrite), herbs and spices). 4.8% mustard (water, 19% MUSTARD SEED, alcohol vinegar, salt, sugar, spices). 3.6% tomato ketchup (tomato (148g per 100g tomato ketchup), vinegar, sugar, salt, herb and spice extract (contains CELERY), spices). Sealed under protective athmosphere. *May contain traces of SESAME SEEDS, EGG and SOY.",109 Gramm,daily,Fast kitchen,meat and fish products,oda,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
335,335,Flemmings Cheeseburger Twin Pack,"2,75€","2 cheese burgers with ketchup. , Walke Trade & Consult GmbH has provided the above information.",https://oda.com//de/products/44962-flemmings-flemmings-cheeseburger-twin-pack/,https://bilder.kolonial.no/local_products/3d1b0600-cf9f-45fe-84aa-90689a051898.jpg?auto=format&fit=max&w=515&s=c6b7731cd0dd0e9792557ea912c042e7,1.90 g,12.20 g,in,3.80 g,3.80 g,12.90 g,12.90 g,1136 kJ / 272 kcal,"Walke Trade & Consult GmbH, Feldstrasse 12, 49214 Bad Rothenfelde, Germany",Netherlands,in,"42.1% *SESAME ROLLS (WHEAT FLOUR, water, baker's yeast, sugar, rapeseed oil, 2% SESAME SEED, iodized table salt, WHEAT GLUTEN, emulsifier (mono- and diglycerides of fatty acids), glucose syrup, preservatives (calcium propionate, sorbic acid), CASEINATE, natural flavor, flour treatment agent (ascorbic acid)). *May contain traces of EI. 42.1% burger (52% mechanically separated chicken, 20% beef, SOY PROTEIN, WHEAT STARCH, WHEAT FLOUR, salt, vegetable powder (onion), WHEAT GLUTEN, acidifier (sodium acetate), emulsifier (potassium and sodium triphosphates), burnt sugar syrup, herbs and spices, water ). 9.6% PROCESSED CHEESE (CHEESE, COW'S MILK, salt, starter, rennet, preservative (sodium nitrate), coloring (annatto norbixin), carotene), water, vegetable fat, modified starch, emulsifying salt (sodium citrate), CASEINTE, salt, coloring (paprika extract, Carotene)). 6.2% tomato ketchup (tomato (148g per 100g tomato ketchup), vinegar, sugar, salt, herb and spice extract (contains CELERY), spices). Despite all care, hard particles may be present in the product. Sealed under protective athmosphere.",130 Gramm,daily,Fast kitchen,meat and fish products,oda,6 Roofs,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
336,336,Rügenwalder Vegan Mühlen Schnitzel classic,"3,19€","Vegan Mühlen Schnitzel 180g SB , Rügenwalder Mühle has provided the above information.",https://oda.com//de/products/43875-rugenwalder-muhle-rugenwalder-vegane-muhlen-schnit/,https://bilder.kolonial.no/local_products/677d8359-4001-40a6-ae1c-ad9661b9c81f.jpg?auto=format&fit=max&w=1000&s=b958d7641712851a4646249271578d9c,1.90 g,14 g,6.40 g,0.60 g,11 g,0.90 g,10 g,846 kJ / 203 kcal,"Rügenwalder Mühle, Industriestrasse 5, 26160 Bad Zwischenahn, Germany",in,in,"Drinking water, WHEAT FLOUR, 11% SOYA PROTEIN, rapeseed oil, WHEAT GLUTEN, OAT FIBERS, cooking salt, thickening agent: methyl cellulose, corn flour, natural flavor, WHEAT STARCH, brandy vinegar, spices, sugar, psyllium husk, yeast.",180 Gramm,daily,Fast kitchen,meat and fish products,oda,in,in,in,Deutschland,in,in,in,in,10 g,in,in,7 g,in,in,in,in,7.70 g,3.10 g
337,337,Rügenwalder Vegan Mill Schnitzel Cordon Bleu,"3,29€","Vegan product in the style of a schnitzel, filled with a vegan melted slice (8%) and vegan ham (6%), breaded, fried, Rügenwalder Mühle has provided the above information.",https://oda.com//de/products/46274-rugenwalder-muhle-rugenwalder-veganes-muhlen-schni/,https://bilder.kolonial.no/local_products/4799464b-3d14-4fcc-b809-5f920f97c03a.jpg?auto=format&fit=max&w=1000&s=c6e5cd32e64c812c5640417c0c4eaef4,1.50 g,12 g,5 g,1.20 g,13 g,0.90 g,11 g,872 kJ / 209 kcal,"Rügenwalder Mühle, Industriestrasse 5, 26160 Bad Zwischenahn, Germany",in,in,"Drinking water, WHEAT FLOUR, rapeseed oil, 9% SOY PROTEIN, WHEAT GLUTEN, OAT FIBERS, starch, table salt, thickening agent: methyl cellulose, corn flour, natural flavor, WHEAT STARCH, brandy vinegar,
Spices, sugar, psyllium husk, potato protein, yeast, coloring: beta-carotene, anthocyanins.",200 Gramm,daily,Fast kitchen,meat and fish products,oda,in,in,in,Deutschland,in,in,in,in,12 g,in,in,7 g,in,in,in,in,7.70 g,2.60 g
338,338,Rügenwalder Vegan Mill Nuggets classic,"3,19€","It doesn't always have to be chicken. Really tasty nuggets are also available without meat. Our vegan nuggets are just perfect when something warm needs to be put on the table quickly. And the crispy delicacies are always a hit at children's birthday parties. Sure, if you can use your fingers to eat.

Instead of meat, we use wheat and soy for our vegan nuggets as well as a small amount of rapeseed oil with omega-3 fatty acids. , Rügenwalder Mühle provided the above information.",https://oda.com//de/products/44138-rugenwalder-muhle-rugenwalder-vegane-muhlen-nugget/,https://bilder.kolonial.no/local_products/20cd4c45-83b7-452e-853b-7ef3315ea7e7.jpg?auto=format&fit=max&w=671&s=90b0aa74002abc12df4a166aa7bef7ed,1.80 g,17 g,3.70 g,1.50 g,10 g,1 g,11 g,896 kJ / 214 kcal,"Rügenwalder Mühle, Industriestrasse 5, 26160 Bad Zwischenahn, Germany",in,in,"Drinking water, WHEAT FLOUR, 11% SOYA PROTEIN CONCENTRATE, rapeseed oil, WHEAT GLUTEN, 4% SOY PROTEIN ISOLATE, table salt, thickening agent: methyl cellulose, spirit vinegar, corn flour, natural flavor, WHEAT STARCH, sugar, spices, yeast.",180 Gramm,daily,Fast kitchen,meat and fish products,oda,in,in,in,Deutschland,in,in,in,in,8.50 g,in,in,7.10 g,in,in,in,in,8.50 g,2.90 g
339,339,Rügenwalder vegetarian mill sausages in a cup,"2,99€","Egg-based sausage-style vegetarian product, cooked, smoked, Rügenwalder Mühle has provided the above information.",https://oda.com//de/products/43524-rugenwalder-muhle-rugenwalder-vegetarische-muhlen/,https://bilder.kolonial.no/local_products/06b5fdf9-2596-4027-b480-5c70108eb50f.jpg?auto=format&fit=max&w=674&s=7f5aa9e15f7a88e661db5deba466d539,2.80 g,8.80 g,in,1 g,1.10 g,1.50 g,19 g,911 kJ / 221 kcal,"Rügenwalder Mühle, Industriestrasse 5, 26160 Bad Zwischenahn, Germany",in,in,"Drinking water, rapeseed oil, 8% EIKLAR* dried, onions, thickening agent: methyl cellulose, xanthan gum; Table salt, brandy vinegar, natural aroma, spices, glucose, psyllium husk, dyes: iron oxides, carotenes; Smoke. May contain traces of soy and wheat gluten. We only use free range eggs.",200 Gramm,daily,Fast kitchen,meat and fish products,oda,in,in,in,Deutschland,in,in,"gluten, soybeans.",in,0.50 g,in,in,12.60 g,in,in,in,in,in,5 g
340,340,Rügenwalder Vegetarian Mill Meatballs Classic,"2,99€","At max. + 7°C best before:
see packaging imprint, Rügenwalder Mühle has provided the above information.",https://oda.com//de/products/45509-rugenwalder-muhle-rugenwalder-vegetarische-muhlen/,https://bilder.kolonial.no/local_products/e3117ccc-13cc-4dd8-b396-7fdfa6b55279.jpg?auto=format&fit=max&w=767&s=fba92aa24c2139601801118624861c67,1.80 g,12 g,in,1.50 g,8.10 g,0.60 g,7.90 g,698 kJ / 168 kcal,"Rügenwalder Mühle, Industriestrasse 5, 26160 Bad Zwischenahn, Germany",in,in,"Drinking water, onions, 13% SOY PROTEIN, rapeseed oil, aroma, starch, bamboo fibers, thickener: methylcellulose, processed Euchema algae; Sunflower protein, potato protein, citrus fibers, spices, table salt, brandy vinegar, caramel, dextrose.",165 Gramm,daily,Fast kitchen,meat and fish products,oda,6 Roofs,in,in,Deutschland,in,in,"Gluten, Owner.",in,6.60 g,in,in,11.20 g,in,in,in,in,in,4.50 g
341,341,Rügenwalder Mühlen classic meatballs,"2,79€","The Mühlen Frikadellen classic from the Rügenwalder Mühle are made from high-quality, lean meat, fried without fat and have a fluffy consistency.
Like all products from the Rügenwalder Mühle, the Mühlen meatballs are made without the addition of flavor enhancers, gluten and lactose-free and are regularly checked by the SGS Institute Fresenius.

In the innovative resealable snack cup, Mühlen meatballs are the ideal snack for in between and on the go. , Rügenwalder Mühle provided the above information.",https://oda.com//de/products/44855-rugenwalder-muhlen-frikadellen-klassisch/,https://bilder.kolonial.no/local_products/05414eb9-628f-4f9d-8566-67e61ec98c3a.jpg?auto=format&fit=max&w=781&s=b0af685dbeba92cf7e3daf7f480c6764,1.90 g,16 g,in,1.60 g,4.40 g,8.20 g,21 g,1124 kJ / 271 kcal,"Rügenwalder Mühle, Industriestrasse 5, 26160 Bad Zwischenahn, Germany",Deutschland,in,"86% pork, onions, WHOLE EGG, pea flour, breadcrumbs (gluten-free WHEAT STARCH, water, sugar, rapeseed oil, salt, yeast,
Flea seed shells, thickeners: xanthan gum, oligofructose, caramel, maltodextrin), table salt, spices, sugar, glucose.",165 Gramm,daily,Fast kitchen,meat and fish products,oda,in,in,in,in,in,in,in,in,2.80 g,in,in,10 g,in,in,in,in,in,2.80 g
342,342,Rügenwalder Mühlen meatballs 100% poultry,"2,79€","The Mühlen meatballs 100% poultry from the Rügenwalder Mühle are:
- made from 100% poultry meat,
- Fat-free fried and
- loose in consistency.

Like all products from the Rügenwalder Mühle, the Mühlen meatballs are made without the addition of flavor enhancers and are lactose-free and are regularly checked by the SGS Institute Fresenius. In the innovative resealable snack cup, Mühlen meatballs are the ideal snack for in between and on the go.

- 100% poultry

- high protein content

- Poultry 100% from Germany

- Mühlen meatballs taste cold or warm, as a small meal or as a snack between meals. , Rügenwalder Mühle provided the above information.",https://oda.com//de/products/43867-rugenwalder-muhlen-frikadellen-100-geflugel/,https://bilder.kolonial.no/local_products/5efd12ec-3801-42d4-94e5-07a64b9ec12e.jpg?auto=format&fit=max&w=781&s=599866a8b50aa8cfdcde940fd2e53298,2 g,14 g,in,2.10 g,5.70 g,4 g,13 g,816 kJ / 196 kcal,"Rügenwalder Mühle, Industriestrasse 5, 26160 Bad Zwischenahn, Germany",Deutschland,in,"81% poultry meat (chicken, turkey), poultry fat with skin,
Onions, fractionated pea flour, breadcrumbs (gluten-free WHEAT STARCH, drinking water, sugar, rapeseed oil, table salt, yeast, psyllium husk, thickening agent: xanthan gum, oligofructose, caramel, maltodextrin), WHOLE EGG, table salt, spices, sugar,
Glucose.",165 Gramm,daily,Fast kitchen,meat and fish products,oda,in,in,in,in,in,in,in,in,3.60 g,in,in,6.40 g,in,in,in,in,in,2.60 g
343,343,Sprehe Chicken Nuggets,"2,19€","Hähnchen Nuggets , Paul Daut GmbH & Co. KG has provided the above information.",https://oda.com//de/products/44141-sprehe-sprehe-chicken-nuggets/,https://bilder.kolonial.no/local_products/a5b430d3-bf01-4240-b3fc-ab0e2981c55a.jpg?auto=format&fit=max&w=699&s=0a5f770077cc2b604f6b6678fc73ade1,1.50 g,12 g,in,0.70 g,15 g,3.50 g,17 g,1088 kJ / 261 kcal,"Paul Daut GmbH & Co. KG, Schmeerplatzweg 11, 33378 Rheda-Wiedenbrück, Germany",Deutschland,in,"Chicken meat 56%, chicken skin, breading (breadcrumbs (WHEAT flour, water, sals, spices, yeast)), batter (drinking water, mod.
WHEAT STARCH, WHEAT FLOUR, salt, thickener: guar gum), vegetable oils and fats (rapeseed, palm in varying proportions), salt, glucose syrup, maltodextrin, dextrose, potato starch, spices, stabilizer: E450",200 Gramm,daily,Fast kitchen,meat and fish products,oda,5 Take,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
344,344,Garden Gourmet Vegetable Balls,"3,19€","What's rolling there? Of course, the vegetarian vegetable balls. Whether as a tasty snack on tour, in a salad or as an accompaniment: the balls made from carrots, peas, corn, pepper and onions really get your day going. , Tivall Deutschland GmbH has provided the above information.",https://oda.com//de/products/50538-garden-gourmet-garden-gourmet-gemuseballchen/,https://bilder.kolonial.no/local_products/b296abd3-9a1b-42c9-babf-d0b62f6099a6.jpg?auto=format&fit=max&w=765&s=d940b38abb2d010e9daf10b96aa930fe,1 g,16.20 g,in,3.30 g,5.20 g,1 g,14.40 g,942 kJ / 225 kcal,"Tivall Deutschland GmbH, Lyoner Str. 23, 60528 Frankfurt am Main, Deutschland",in,in,"Drinking water, vegetable oils in varying proportions (rapeseed, sunflower), 12.6% carrots, 10.3% peas, 9.7% SOY PROTEIN*, 8.1% corn, 6.7% WHEAT PROTEIN, onions, EGG protein powder, Apple puree, 2.5% red peppers, brandy vinegar, spices (onion powder, black pepper, turmeric), starch, pea fiber, table salt, acidity regulator (potassium hydroxide). May contain SESAME, CELERY and MUSTARD. *Made from 100% European soy.",200 Gramm,daily,Fast kitchen,meat and fish products,oda,6 Roofs,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in
