,Unnamed: 0,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,Protein,fiber,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Characteristics,supplier,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Notice,May contain traces of,Freshness guarantee (minimum),Region of origin,storage,Sodium,Country of origin,distributor,Description,Size,Delivery days,Product informationThe supplier has not provided us with detailed information about this product.Show all Schär products
402,402,Mövenpick Gourmet Breakfast Strawberry,"2,69€","Without added aromas
Best Mövenpick taste
exquisite fruits

Made from 55g of fruit per 100g. , Schwartauer Werke has provided the above information.",https://oda.com//de/products/47311-movenpick-movenpick-gourmet-fruhstuck-erdbeer/,https://bilder.kolonial.no/local_products/eae22f2b-5a21-43d4-b2d3-c857644b0d5d.jpg?auto=format&fit=max&w=492&s=08205a96f5529ae68f99a3d290bac2cf,0.02 g,0.50 g,1.40 g,52.30 g,52.30 g,0 g,0.20 g,932 kJ / 219 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","strawberries, sugar, thickener: pectin, acidifier:
citric acid.",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
403,403,Mövenpick Gourmet Breakfast Strawberry Rhubarb,"2,49€","Without added aromas
Best Mövenpick taste
Selected Fruits , Schwartauer Werke has provided the above information.",https://oda.com//de/products/45498-movenpick-movenpick-gourmet-fruhstuck-erdbeer-rhab/,https://bilder.kolonial.no/local_products/071f757d-2c1e-4421-8a9b-1cb923b7224d.jpg?auto=format&fit=max&w=526&s=93141704183cf70070cf931de71ef99d,0.03 g,0.40 g,1.60 g,46.50 g,46.70 g,0 g,0.20 g,832 kJ / 196 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","Fruit mix (strawberries 32.5%, rhubarb 22.5%), sugar,
Thickening agent: pectin, aronia juice concentrate, acidifier: citric acid.",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
404,404,Mövenpick gourmet breakfast apricot,"2,99€","Without added aromas
Best Mövenpick taste
exquisite fruits

Made from 60g of fruit per 100g. , Schwartauer Werke has provided the above information.",https://oda.com//de/products/42960-movenpick-movenpick-gourmet-fruhstuck-aprikose/,https://bilder.kolonial.no/local_products/3101c1b7-2d31-4f72-a6d2-6fb84cb78fe7.jpg?auto=format&fit=max&w=492&s=98508fca10c02399862da61028d1b4a1,0.03 g,0.60 g,1.30 g,46.60 g,47.10 g,0 g,0.10 g,849 kJ / 200 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","apricots, sugar, thickener: pectin, acidifier:
citric acid.",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
405,405,Mövenpick Gourmet Breakfast Mango Apricot,"2,69€","Without added aromas
Best Mövenpick taste
exquisite fruits

Made from 55g of fruit per 100g. , Schwartauer Werke has provided the above information.",https://oda.com//de/products/47554-movenpick-movenpick-gourmet-fruhstuck-mango-marill/,https://bilder.kolonial.no/local_products/075aa67d-532e-4fec-b631-6ddb47c4b91a.jpg?auto=format&fit=max&w=492&s=329435c9ff1e0abc17a02a4e3f387f00,0.03 g,0.50 g,1.20 g,46.20 g,46.50 g,0 g,0.10 g,827 kJ / 195 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","Fruit mix (apricots 35%, mangoes 20%), sugar, thickener: pectin, acidifier: citric acid.",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
406,406,Country love currant jelly,"2,19€","Landliebe Jelly Extra 200g, currant , Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/51807-landliebe-landliebe-gelee-johannisbeere/,https://bilder.kolonial.no/local_products/ab9cef93-2ac3-4c84-bb9c-cd1cf5a26787.jpg?auto=format&fit=max&w=707&s=16f6b675c8e914b98df38fa4f9d84f78,0.03 g,0.10 g,in,55 g,55 g,0.10 g,0.10 g,960 kJ / 226 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","Red currant juice, sugar, gelling agent pectins, acidifier citric acid.",200 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
407,407,Country love jelly quince,"2,19€","Landliebe Jelly Extra 200g, Quince , Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/45220-landliebe-landliebe-gelee-quitte/,https://bilder.kolonial.no/local_products/573fc91b-bb5d-4464-9ecc-900c75caf320.jpg?auto=format&fit=max&w=707&s=239edf8bf52c2e616c3c969cdd0b2292,0.04 g,0.10 g,in,55 g,55 g,0.10 g,0.10 g,953 kJ / 224 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","Quince juice, sugar, 1% orange juice, gelling agent pectins, citric acid.",200 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
408,408,Landliebe strawberry less sugar,"2,39€","Landliebe less sugar, fruit spread, 180g strawberry

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g , Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/44514-landliebe-landliebe-erdbeere-weniger-Sugar/,https://bilder.kolonial.no/local_products/fa48ad6f-9241-413e-b6cb-096ea219f85a.jpg?auto=format&fit=max&w=707&s=96d66a88b3e9d24c1c28bc2c0f0573e6,0.01 g,0.50 g,in,37 g,37 g,0.10 g,0.20 g,670 kJ / 158 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","55% strawberries, sugar, water, gelling agent pectins, lemon juice concentrate, concentrate of aronia and elderberries.",180 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
409,409,Landliebe Two kinds of cherries less sugar,"2,39€","Landliebe less sugar, fruit spread, 180g two kinds of cherries

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g

*30% less sugar compared to an extra jam with a total sugar content of 56g per 100g , Zentis GmbH & Co. KG has provided the above information.",https://oda.com//de/products/43318-landliebe-landliebe-zweierlei-kirsche-weniger-zuck/,https://bilder.kolonial.no/local_products/443b6f2d-05b6-4bd2-b56b-693be5443b3c.jpg?auto=format&fit=max&w=707&s=c63bc971e0471cb307ed2efcb7f43144,0.01 g,0.50 g,in,36 g,36 g,0.10 g,0.20 g,660 kJ / 155 kcal,in,"Zentis GmbH & Co. KG, D-52070 Aachen, Germany","30% sour cherries, sugar, 25% black cherries, water, lemon juice concentrate, gelling agent pectins.",180 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
410,410,Schwartau specialties bitter orange jam,"2,99€","Without the addition of preservatives*, coloring* and flavorings.
*according to Law
vegan, lactose-free*, gluten-free* * according to law
Best-selling fruit spread brand - source: AC Nielsen, more information: www.schwartau.de

Made from 35g of fruit per 100g
Orange peel in strips , Schwartauer Werke has provided the above information.",https://oda.com//de/products/42468-schwartau-schwartau-spezialitaten-bittere-orangen/,https://bilder.kolonial.no/local_products/122ca1aa-4c18-4fc2-b9bb-9867b40a7ed1.jpg?auto=format&fit=max&w=709&s=70afea4dd92122666e2addfd77cc7f26,0.03 g,0.30 g,in,60.10 g,61.30 g,0 g,0.10 g,1060 kJ / 250 kcal,in,"Schwartauer Werke, Lübecker Str. 49-55, 23611 Bad Schwartau, Germany","Sugar, Oranges, Water, Lemon Juice Concentrate, Gelling Agent Pectin.",350 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
411,411,Koo bitter orange marmalade,"2,49€","Bitter orange marmalade with strips of peel, fine cut. No added colourings, flavorings or preservatives. , RW-Warenhandels-GmbH has provided the above information.",https://oda.com//de/products/43511-koo-koo-bittere-orangen-marmelade/,https://bilder.kolonial.no/local_products/0354c83f-13ac-4be0-9057-858ca8c12fdb.jpg?auto=format&fit=max&w=683&s=4cd5369413534fbfcba81a417fdd4921,0 g,0 g,in,60 g,60 g,0.20 g,0.20 g,1371 kJ / 328 kcal,in,"RW-Warenhandels-GmbH, Borsigstrasse 9, D-21465 Reinbek / Hamburg, Germany","Sugar, bitter oranges, gelling agent: pectin, acidifier: citric acid.",450 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,United Kingdom,in,in,in,in,in,in,in,in
412,412,Mackays The Seville Orange Marmalade,"2,99€","jam from Scotland. , Oluf Lorentzen AS provided the above information.",https://oda.com//de/products/24784-mackays-the-seville-orange-marmelade/,https://bilder.kolonial.no/produkter/745d7a47-c688-440b-b9a8-ff6ccb080d21.jpeg?auto=format&fit=max&w=577&s=3debd4fdbc0c86ca09f5b0abb92a06d1,in,0.30 g,in,in,67 g,in,in,1145 kJ / 269 kcal,in,"Oluf Lorentzen AS, Toveien 22, 1540 Vestby, Norway","Sugar, Seville oranges, orange juice concentrate, lemon juice concentrate, gelling agent: fruit pectin, acidity regulator: citric acid, orange oil. Fruit content 25%. Sugar content: 65%.",340 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,United Kingdom,in,in,in,in,in,in,in,in
413,413,Rizes Greece Fig Jam,"3,29€","Fig Jam. 100% fruits and fruit juices - no added sugar, no preservatives. , Gato GmbH has provided the above information.",https://oda.com//de/products/46163-rizes-rizes-greece-feigen-konfiture/,https://bilder.kolonial.no/local_products/51e5570e-d4f3-4fa9-bb96-24e4edbee699.jpg?auto=format&fit=max&w=577&s=a74d4acfdb1b606eed7a4eb5e75ac90c,0.04 g,0.88 g,in,52.50 g,52.50 g,1.10 g,1.10 g,228 kJ / 54 kcal,in,"Gato GmbH, Schmidtsiepen 4, 58553 Halver, Germany","Fig (50%), concentrated grape juice, gelling agent (pectin), lemon juice. Manufactured in a facility that processes ALMONDS and MILK.",240 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Greece,in,in,in,in,in,in,in,in
414,414,Mühlhäuser original Thuringian plum jam,"2,29€","Mühlhäuser Thuringian plum jam pasty 450g , Mühlhäuser GmbH has provided the above information.",https://oda.com//de/products/46295-muhlhauser-muhlhauser-original-thuringer-pflaumenm/,https://bilder.kolonial.no/local_products/b6f8f9f2-bf3a-46f9-84a6-6a712da664af.jpg?auto=format&fit=max&w=812&s=c2a244da2f9a81f07ca16953e31c46fe,0 g,1.90 g,in,43 g,48 g,0.30 g,0.60 g,892 kJ / 211 kcal,in,"Mühlhäuser GmbH, Boettgerstrasse 5, D-41066 Mönchengladbach, Germany","Prunes, sugar, gelling agent pectin, spices",450 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
415,415,"BIO COMPANY Organic blackcurrant fruit spread, 70% fruit","2,49€","Currant fruit spread with at least 70% fruit, wonderfully aromatic thanks to sun-ripened and carefully processed currants, popular not only with jam lovers. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52517-bio-company-bio-company-bio-schwarze-johannisbeere/,https://bilder.kolonial.no/local_products/15f2cb01-c65d-4514-ba62-ba55d450a441.jpg?auto=format&fit=max&w=450&s=5525fae01fd7332d78c518755a66ea9a,0.03 g,0.60 g,in,40 g,40 g,in,0.50 g,734 kJ / 173 kcal,Bio-Product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Blackcurrants* 39%, sugar*, blackcurrant juice* 31%, lemon juice concentrate*, pectin gelling agent",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,in,in,in,in,in,in,in,in,in
416,416,"BIO COMPANY Organic sour cherry fruit spread, 70% fruit","2,49€","Sour cherry fruit spread with at least 70% fruit, wonderfully aromatic thanks to sun-ripened and carefully processed cherries, popular not only with jam lovers. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52526-bio-company-bio-company-bio-sauerkirsche-fruchtauf/,https://bilder.kolonial.no/local_products/e26690c2-52ef-446a-8632-943daa0a90cb.jpg?auto=format&fit=max&w=450&s=0143db04706cb125bcd2aeb541d71ddb,0.03 g,0.70 g,in,40 g,40 g,in,0.50 g,723 kJ / 170 kcal,Bio-Product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Sour cherries* 70%, sugar*, lemon juice concentrate*, gelling agent pectin",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,in,in,in,in,in,in,in,in,in
417,417,"BIO COMPANY Organic raspberry fruit spread, 70% fruit","2,89€","Raspberry fruit spread with at least 70% fruit, wonderfully aromatic thanks to sun-ripened and carefully processed raspberries, popular not only with jam lovers. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52685-bio-company-bio-company-bio-himbeere-fruchtaufstri/,https://bilder.kolonial.no/local_products/b64f8e19-d94b-4306-8fb0-13225b5cecf9.jpg?auto=format&fit=max&w=450&s=1c75a2bb88b5f2a6e8b2b3bdd826063f,0.03 g,0.90 g,in,40 g,40 g,in,0.50 g,758 kJ / 179 kcal,Bio-Product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Raspberries* 70%, sugar*, lemon juice concentrate*, gelling agent: pectin",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,in,in,in,in,in,in,in,in,in
418,418,"BIO COMPANY Organic strawberry fruit spread, 70% fruit","2,49€","Strawberry fruit spread with at least 70% fruit, wonderfully aromatic thanks to fruity-fresh and carefully processed strawberries, popular not only with jam lovers. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52746-bio-company-bio-company-bio-erdbeer-fruchtaufstric/,https://bilder.kolonial.no/local_products/3e9b55e6-1991-48c6-a08c-fce6e1c73425.jpg?auto=format&fit=max&w=450&s=b82fbcae415ec346e6f1998fae9ec89d,0.03 g,0.60 g,in,42 g,42 g,in,0.50 g,760 kJ / 179 kcal,Bio-Product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Strawberries* 70%, sugar*, lemon juice concentrate*, gelling agent pectin",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,in,in,in,in,in,in,in,in,in
419,419,"BIO COMPANY Organic apricot fruit spread, 70% fruit","2,49€","Apricot fruit spread with at least 70% fruit, wonderfully aromatic thanks to sun-ripened and carefully processed apricots, popular not only with jam lovers. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52829-bio-company-bio-company-bio-aprikosen-fruchtaufstr/,https://bilder.kolonial.no/local_products/328ca6cd-d1d0-4a27-a63d-9c0d8008f3ea.jpg?auto=format&fit=max&w=450&s=347f1d362384ec8d5b5baaada24e3c9f,0.03 g,0.60 g,in,43 g,43 g,in,0.50 g,770 kJ / 181 kcal,Bio-Product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany","Apricots* 70%, sugar*, lemon juice concentrate*, gelling agent pectin",250 Gramm,daily,"Bread, baked goods & spreads",spreads,oda,in,in,in,in,in,in,in,in,in,in,in,in
