,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,protein,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,drained weight,product weight,supplier,country of origin,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,fiber,region of origin,Natrium,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lieferant,Ursprungsregion,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,Abtropfgewicht,Characteristics,gross weight,Eigenschaften,May contain traces of,FAO area designation,Description,Drained weight,Size,Delivery days,Product InformationThe supplier has not provided us with detailed information about this product.Alle Produkte von Del Monte anzeigen,Produktgewicht,Ursprungsland,Beschreibung,Kann Spuren enthalten von ,sodium,Bruttogewicht,Hinweis,capacity,Inverkehrbringer,"Store at room temperature protected from light. After opening, store in a cool place (max. +7°C) and use up within 2 days. Best before",Bei Raumtemperatur lichtgeschützt aufbewahren. Nach dem Öffnen kühl (max. +7°C) lagern und innerhalb von 2 Tagen aufbrauchen. Mindestens haltbar bis,davon Polyole,thereof polyols,distributor,Product InformationThe supplier has not provided us with detailed information about this product.View all Nestlé products,Freshness guarantee (minimum),Monounsaturated fatty acids,storage,Informationen zum Angebot,Information about the offer,Polyunsaturated fatty acids
1349,Limmer Baked Peas,€1.99,"LEIMER Baked Peas 200g , Leimer KG has provided the above information.",https://oda.com//de/products/46878-leimer-leimer-backerbsen/,https://bilder.kolonial.no/local_products/e99a5dae-120b-4e97-81ac-e4d9cd0e49ce.jpg?auto=format&fit=max&w=1000&s=5bc6509f8dce19f3a46b1de597860b0e,3.20g,8.70g,4g,51g,15.90g,30g,2145kJ / 514kcal,,,"Leimer KG, Kotzinger Str. 16, D-83278 Traunstein, Germany",Germany,"WHEAT FLOUR , palm oil, SWEET WHEY POWDER , corn flour, salt. Raising Agents (E450, E500), Starch, WHOLE EGG POWDER          ",200 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,2.50g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,Cadea ground cinnamon,€0.85,"Ground cinnamon , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58963-cadea-cadea-zimt-gemahlen/,https://bilder.kolonial.no/local_products/f2fad001-39ad-4b1f-bc97-04ce88f94881.jpg?auto=format&fit=max&w=418&s=2159cc31b593e6969e27a424ad57a4c3,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,Cinammon,40 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,Cadea Thyme rubbed,€0.85,"Thyme shredded , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58964-cadea-cadea-thymian-gerebelt/,https://bilder.kolonial.no/local_products/9ca8e1a1-ab81-432a-b110-c6815c1a990e.jpg?auto=format&fit=max&w=433&s=9152362e137eb0f9ac00ff45492dc75d,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,Thyme shredded,20 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,Cadea rosemary cut,€0.85,"cut rosemary , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58965-cadea-cadea-rosmarin-geschnitten/,https://bilder.kolonial.no/local_products/9dec2b5a-ae26-47a7-b925-07052dae39da.jpg?auto=format&fit=max&w=459&s=a51aa91deafa6caa923b7fc69f28ae78,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,cut rosemary,40 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,Cadea pepper ground white,€0.85,"Pepper White , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58966-cadea-cadea-pfeffer-weiss-gemahlen/,https://bilder.kolonial.no/local_products/64f55f87-7c67-4e39-8165-85681c582e5f.jpg?auto=format&fit=max&w=464&s=e11ce86a05ba14563fc2b298c5f1ce15,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,Ground white pepper,50 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,Cadea pepper ground black,€0.85,"Ground black pepper , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58967-cadea-cadea-pfeffer-schwarz-gemahlen/,https://bilder.kolonial.no/local_products/48b06fe4-9641-4b10-aa06-e151c1cf9821.jpg?auto=format&fit=max&w=458&s=e63355fdef493dc1309551a4e1afc9a0,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,Ground black pepper,50 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,Cadea Petersilie gerebelt,"0,85€","Petersilie gerebelt , TSI Consumer Goods GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58968-cadea-cadea-petersilie-gerebelt/,https://bilder.kolonial.no/local_products/f6dc027b-4172-4b2f-8a26-499d7a75d95c.jpg?auto=format&fit=max&w=447&s=6008dfdb1bfb85025b9b7bc3a9845b22,,,,,,,,,,,,,,,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Deutschland",Deutschland,Petersilie gerebelt,11 Gramm,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,Cadea paprika rose hot,€0.85,"Hot peppers , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58969-cadea-cadea-paprika-rosenscharf/,https://bilder.kolonial.no/local_products/4a6e8ac7-668d-4987-a144-847e83dda90e.jpg?auto=format&fit=max&w=476&s=9a3caa87c6f60dadf148d681df9105ba,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,"peppers, chili",50 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,Cadea sweet paprika,€0.85,"Sweet paprika , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58970-cadea-paprika-edelsuss/,https://bilder.kolonial.no/local_products/bb767fe1-8999-4674-967c-caec1ac01c94.jpg?auto=format&fit=max&w=417&s=d94b39e13fb5e26001d0dfb1484bc793,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,Sweet paprika,50 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,Cadea ground turmeric,€0.85,"ground turmeric , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58971-cadea-cadea-kurkuma-gemahlen/,https://bilder.kolonial.no/local_products/1a4f519c-42e3-4ee8-a3cf-00ba5f10ef7a.jpg?auto=format&fit=max&w=485&s=5ae44e3280ddd497c181a4a50f2ca8ca,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,ground turmeric,50 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,Cadea caraway whole,€0.85,"cumin whole , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58972-cadea-cadea-kummel-ganz/,https://bilder.kolonial.no/local_products/b0796b2b-cb8d-42cb-9b06-21b2980c41b8.jpg?auto=format&fit=max&w=417&s=3ee915f219bbeb91dfadf7ccf96e8f34,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,cumin whole,45 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,Cadea oregano,€0.85,"Oregano rubbed , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58973-cadea-cadea-oregano/,https://bilder.kolonial.no/local_products/7753a9ad-6cf8-4df9-bb0b-8a8183eddf9f.jpg?auto=format&fit=max&w=426&s=b7395dfe4a21c88b6cb4fc8502e46e00,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,Oregano rubbed,12 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,Cadea garlic granulated,€0.85,"granulated garlic , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58976-cadea-cadea-knoblauch-granuliert/,https://bilder.kolonial.no/local_products/80390a0a-c0b4-4a38-a946-76c92b83c15e.jpg?auto=format&fit=max&w=394&s=8f7f90b783865cdc3905e7c17f388b4c,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,"Granulated garlic. May contain traces of celery, gluten, sesame, milk and eggs and peanut.",70 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,Cadea marjoram rubbed,€0.85,"Marjoram rubbed , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58977-cadea-majoran-gerebelt/,https://bilder.kolonial.no/local_products/d5a0f8f5-483d-428b-b820-79c85054f64a.jpg?auto=format&fit=max&w=392&s=58ec1699f53758cdbe846ac0bed89aab,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,"Marjoram rubbed. May contain traces of mustard, celery, gluten and sesame.",10 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,Ground cadea chili,€0.85,"Ground chili , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58979-cadea-cadea-chili-gemahlen/,https://bilder.kolonial.no/local_products/e8ef3b9f-9a73-4435-9d0c-0546ae40ff7a.jpg?auto=format&fit=max&w=423&s=255f912a22d0df8a43c044608b2602f8,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,Ground chili,40 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,Cadea basil rubbed,€0.85,"basil shredded , TSI Consumer Goods GmbH has provided the above information.",https://oda.com//de/products/58981-cadea-basilikum-gerebelt/,https://bilder.kolonial.no/local_products/fb526a2d-24b6-4e5c-96fc-680e3da4ffc6.jpg?auto=format&fit=max&w=470&s=40c1a165868d0f8ee2ca917eb0049078,,,,,,,,,,"TSI Consumer Goods GmbH, Südring 26, 27404 Zeven, Germany",,basil shredded,25 grams,daily,"Supplies, sauces and condiments",Cooking Aids & Spices,oda,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,Heinz garlic sauce,€1.89,"Do you love garlic sauces? Then try the Heinz garlic sauce in Greek style. A creamy treat with a fresh note of garlic. The Heinz garlic sauce goes perfectly with meat, fish, potatoes and vegetables. , HJ Heinz GmbH has provided the above information.",https://oda.com//de/products/42172-heinz-heinz-knoblauch-sauce/,https://bilder.kolonial.no/local_products/f7d9e5dc-7182-4128-8c5b-4b642ad6aeb7.jpg?auto=format&fit=max&w=434&s=83aed61abd558d5ee52631aa8fcf733f,,,,,,,,,,,,"Wasser, Sonnenblumenöl 35%, Branntweinessig, Zucker, Knoblauch 5%, Molkenpulver (MILCH), modifizierte Stärke, Salz, Gewürze (enthalten SENF), Schnittlauch, Säuerungsmittel (Citronensäure), Verdickungsmittel (Xanthan, Guarkernmehl), natürliches Aroma. ",220 milliliters,daily,"Supplies, sauces and condiments","oil, dressings and sauces",oda,,,,1.30 g,1.90 g,,8.40 g,11 g,2.90 g,35 g,1526 kJ / 365 kcal,"H.J. Heinz GmbH, Erkrather Str. 228b, 40233 Düsseldorf, Deutschland",Niederlande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,For the Dorfkrug yoghurt salad dressing,€2.19,"For the Dorfkrug yoghurt salad dressing 250 ml , Zum Dorfkrug Handel GmbH & Co. KG has provided the above information.",https://oda.com//de/products/42251-zum-dorfkrug-zum-dorfkrug-joghurt-salatsauce/,https://bilder.kolonial.no/local_products/1b634252-51bc-4106-88c8-3e5fa21be3c9.jpg?auto=format&fit=max&w=457&s=7a32264229527b1ef0ab30bcd6bf295f,1.60g,1.80g,5.60g,5.60g,2.10g,15g,682kJ / 165kcal,,,"Zum Dorfkrug Handel GmbH & Co. KG, Rudolf-Diesel-Strasse 6-10, 21629 Neu Wulmstorf, Germany",Germany,"51  %  WHOLE MILK YOGHURT , water, rapeseed oil, sugar, salt, lemon juice, brandy vinegar, herbs, thickener: xanthan gum, spices          ",250 milliliters,daily,"Supplies, sauces and condiments","oil, dressings and sauces",oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cooling productMust be stored between 0-4°C.,,,
1367,Maitre Marcel Dijon Mustard Original,€2.59,"Classic among the French mustard varieties, creamy, strong, with a characteristic sharpness. , Rila Feinkost-Importe GmbH & Co. KG has provided the above information.",https://oda.com//de/products/42257-maitre-marcel-maitre-marcel-dijon-senf-original/,https://bilder.kolonial.no/local_products/3c0348f0-74bc-4da3-8116-18740a9d3ed7.jpg?auto=format&fit=max&w=594&s=667aa4ba236b07163cd5fafc3a2974f5,7g,7.80g,2.90g,2.90g,12g,12g,669kJ / 160kcal,,,"Rila Feinkost-Importe GmbH & Co. KG, Hinterm Teich 5, 32351 Stemwede, Germany",,"Water,  MUSTARD seeds,  brandy vinegar,  table salt,  antioxidant:  potassium metabisulphite,  acidifier:  citric acid ",200 milliliters,daily,"Supplies, sauces and condiments","oil, dressings and sauces",oda,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,Maggi Food Travel Teriyaki Style,€1.09,"Inspired by international flavors from Asia and Italy, the delicious seasoning pastes with natural ingredients bring international dishes into your own 4 walls. The Maggi Food Travel seasoning pastes provide inspiration, creativity and variety in your own kitchen. The recipe of the spice paste already combines all the ingredients and spices that are required for a teriyaki dish. You can combine the seasoning paste with fresh ingredients such as beef, broccoli, red peppers and mushrooms during preparation to create a delicious, international dish. Thanks to its pasty texture, the seasoning paste blends perfectly with the fresh ingredients. Without preservative substances. , Maggi GmbH has provided the above information.",https://oda.com//de/products/42902-maggi-maggi-food-travel-teriyaki-style/,https://bilder.kolonial.no/local_products/6536ad38-ebed-4025-b076-a938f17b92e9.jpg?auto=format&fit=max&w=545&s=0cdbe1db59109a54f8623a21bc853937,0.64g,9.90g,,,,,,,,,,,,täglich,"Supplies, sauces and condiments","oil, dressings and sauces",oda,,,,,,,5 g,5 g,3.40 g,3.40 g,413 kJ / 99 kcal,"Maggi GmbH, Julius-Bührer-Straße 8, 78224 Singen (Hohentwiel), Deutschland",Deutschland,"34,6% Sojasauce (Wasser*, SOJABOHNEN*, Salz, Branntweinessig*), Wasser*, 12,9% Honig*, Zucker*, Sonnenblumenöl*, Branntweinessig*, Karamellzuckersirup* (Zucker, Wasser), Knoblauchpüree*, Maisstärke*, Gewürze* (Ingwer, Knoblauch, Pfeffer, Chili, Jalapeño-Chilis), natürliches Aroma*. *Natürliche Zutaten. ",65 Gramm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,Mazola Rapsöl,"4,89€","Mazola® Rapsöl – der Alleskönner
Bei der Herstellung wird die Rapssaat schonend gepresst und ohne chemische Zusatzstoffe von Verunreinigungen befreit. Dadurch bleiben die wertvollen Inhaltsstoffe erhalten. Das ausgewogene Verhältnis von Omega-6- zu Omega-3-Fettsäuren ist mit 2:1 ideal. Zusätzlich ist Mazola® Rapsöl reich an Vitamin E.

Mazola® Rapsöl
Das Öl ist ein wahrer Alleskönner. Es ist sowohl in der warmen als auch kalten Küche vielfältig einsetzbar. Mit seinem neutralen Geschmack eignet sich Mazola® Rapsöl nicht nur zum Braten, Schmoren und Dünsten von Fleisch, Fisch und Gemüse, sondern auch für die Zubereitung von Salaten und zum Marinieren. , Peter Kölln GmbH & Co. KGaA hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44117-mazola-mazola-rapsol/,https://bilder.kolonial.no/local_products/a4e6fc0e-832a-4d38-81d8-c1fed553b5dd.jpg?auto=format&fit=max&w=755&s=f9c50140fb7a27b97430d3e3473a40ab,,,,,,,,,,,,,,,"Supplies, sauces and condiments","oil, dressings and sauces",oda,,,,,,,,,7 g,92 g,3404 kJ / 828 kcal,"Peter Kölln GmbH & Co. KGaA, 25333 Elmshorn, Deutschland",,"Rapsöl, Vitamin E.",750 Milliliter,täglich,,,,,,,,,,,,,Österreich,,,,,,,,,,,,,,,,,,,
1370,Kikkoman BIO Soja-Sauce,"2,99€","Kikkoman Bio Sojasauce 150 ml Glasflasche , Kikkoman Trading Europe GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45026-kikkoman-kikkoman-bio-soja-sauce/,https://bilder.kolonial.no/local_products/4ed6b1bd-1bdd-4732-8e8c-62448c6f0f98.jpg?auto=format&fit=max&w=292&s=6fa89787972c5b0df2c9e3070bda82b5,,,,,,,,,,,,,,,"Supplies, sauces and condiments","oil, dressings and sauces",oda,,,,16.60 g,11 g,,1.90 g,6.10 g,0 g,0 g,377 kJ / 89 kcal,"Kikkoman Trading Europe GmbH, Theodorstraße 180, 40472 Düsseldorf, Deutschland",Niederlande,"Wasser, BIO-SOJABOHNEN, BIO-WEIZEN, Speisesalz. ",150 Milliliter,täglich,,,,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,Hela Gewürz Ketchup Tomate mild,"2,79€","Mit der originalen Hela Würzung
Unser Gewürz Ketchup Tomate für alle die es etwas milder mögen. Mit aromatischen Tomaten und ausgesuchten
Gewürzen. , HELA Gewürzwerk Hermann Laue GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45443-hela-hela-gewurz-ketchup-tomate-mild/,https://bilder.kolonial.no/local_products/77da248f-a496-4af7-9a9d-365df9a1209f.jpg?auto=format&fit=max&w=238&s=34991740488115a07f3e6e3f5158dcec,,,,,,,,,,,,,,,"Supplies, sauces and condiments","oil, dressings and sauces",oda,,,,2 g,0.50 g,,27.70 g,29 g,0.02 g,0.10 g,533 kJ / 126 kcal,"HELA Gewürzwerk Hermann Laue GmbH, Beimoorweg 11, 22926 Ahrensburg, Deutschland",,"Tomatenzubereitung 68% (Trinkwasser, Tomatennektar, Branntweinessig), Zucker, Dextrose, Kochsalz, Verdickungsmittel (Guarkernmehl,
Johannisbrotkernmehl), Apfelsaftkonzentrat, Säureregulator (Natriumlactat), modifizierte Stärke, Säuerungsmittel (Citronensäure), Gewürze, natürliches Aroma.",800 Milliliter,täglich,,,,,,,,,,,,,Deutschland,,,,,,,,,,,,,,,,,,,
1372,Hellman's Vegan Mayo,€2.69,"Only carefully selected ingredients are used for Hellmann's Vegan Mayo in order to achieve the fine mayonnaise taste without the addition of artificial colors and flavor enhancers. It is also gluten-free and, thanks to sustainably obtained high-quality rapeseed oil, rich in omega-3 fatty acids. Hellmann's vegan mayo carries the V-Label - it is 100% plant-based, does not contain any eggs or animal proteins, but tastes just as creamy and delicious as the original. , Unilever Deutschland GmbH has provided the above information.",https://oda.com//de/products/46550-hellmanns-hellmanns-vegan-mayo/,https://bilder.kolonial.no/local_products/ef65c9a5-e274-40d0-91a2-75f0f67fbd83.jpg?auto=format&fit=max&w=592&s=6d48b8b46c8eb4eb0afa75c0fade5bc5,,,,,,,,,,,,"72% Rapsöl, Trinkwasser, Branntweinessig / Weingeistessig, Zucker, Speisesalz, modifizierte Stärke, Zitronensaftkonzentrat, natürliche Aromen (mit SENF), Antioxidationsmittel (Calcium-Dinatrium-EDTA), Farbstoff (Paprikaextrakt). ",270 grams,daily,"Supplies, sauces and condiments","oil, dressings and sauces",oda,,,,1.40 g,,,2.50 g,2.50 g,67 g,67 g,2563 kJ / 613 kcal,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, Deutschland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,Kühne organic apple vinegar 5% acid,€1.99,"The organic apple cider vinegar made from 100% direct juice is fruity-sweet and mild. Ideal for preparing lettuce or even as a refreshing drink mixed with mineral water. , Carl Kuhne KG has provided the above information.",https://oda.com//de/products/46721-kuhne-kuhne-bio-apfel-essig-5-saure/,https://bilder.kolonial.no/local_products/bd484772-897c-46d7-896b-d72c30e83b28.jpg?auto=format&fit=max&w=323&s=c165eee94b385a9893b36e6a63a59f1a,0g,0g,0g,1.50g,0g,0g,102kJ / 24kcal,,,"Carl Kuhne KG, Provincial Road 39, 13409 Berlin, Germany",,Organic apple cider vinegar,500 milliliters,daily,"Supplies, sauces and condiments","oil, dressings and sauces",oda,0g,Germany,,,,,,,,,,,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,Maitre Marcel Senf mit Honig,"2,79€","interessante Würzkomposition von feiner Schärfe und milder Süße durch  einen Honiganteil von 10% , Rila Feinkost-Importe GmbH u. Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42670-maitre-marcel-maitre-marcel-senf-mit-honig/,https://bilder.kolonial.no/local_products/3fe33aea-2f58-437f-a72e-369586991d8f.jpg?auto=format&fit=max&w=594&s=3ad2db8ce66d26305472270afaf9a637,,,,,,,,,,,,,,,"Supplies, sauces and condiments","oil, dressings and sauces",oda,,,,3.70 g,5.30 g,,30 g,30 g,4.10 g,4.10 g,786 kJ / 188 kcal,"Rila Feinkost-Importe GmbH u. Co. KG, Hinterm Teich 5, 32351 Stemwede, Deutschland",Deutschland,"Wasser, Branntweinessig, SENFkörner, Zucker, Backhonig (10%), Speisesalz, Säuerungsmittel Citronensäure; Farbstoff: Ammoniak-Zuckerkulör; Antioxidationsmittel: KaliummetabiSULFIT; Gewürze, Aromen. ",200 Milliliter,täglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,With the Dorfkrug Sylt fresh salad,€1.99,"Sylt fresh salad 250 ml , Zum Dorfkrug Handel GmbH & Co. KG has provided the above information.",https://oda.com//de/products/43787-zum-dorfkrug-zum-dorfkrug-sylter-salatfrische/,https://bilder.kolonial.no/local_products/bd758902-126e-47e4-9366-3a98e22a59a0.jpg?auto=format&fit=max&w=458&s=c126e6e9232a0dc446ab96cc2c1c29cc,1.40g,0.50g,8.30g,9.90g,2.20g,29g,1261kJ / 305kcal,,,"Zum Dorfkrug Handel GmbH & Co. KG, Rudolf-Diesel-Strasse 6-10, 21629 Neu Wulmstorf, Germany",Germany,"Water,  rapeseed oil,  sugar,  onions,  EGG yolk , brandy vinegar, tapioca starch , salt, thickener: carrageenan, acidifier: potassium tartrate, natural flavor         ",250 milliliters,daily,"Supplies, sauces and condiments","oil, dressings and sauces",oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,Heinz barbecue sauce,€1.89,"Now enjoy the smoky and spicy barbecue sauce, a delicious American-style must with peppers and onions. The Heinz Barbecue Sauce is ideal for dipping or marinating and is therefore loved by the whole family. Perfect with grilled and roasted meat. , HJ Heinz GmbH has provided the above information.",https://oda.com//de/products/43905-heinz-heinz-barbecue-sauce/,https://bilder.kolonial.no/local_products/c3416e90-97f9-4e62-a7a3-4e5801edbaba.jpg?auto=format&fit=max&w=434&s=bcbf639be619f56e111818a1614d2461,2.40g,0.80g,30g,,,,,,,,,"Tomatenmark 34%, Zucker, Branntweinessig*, brauner Zucker (Zucker, karamellisierter Zucker, Invertzuckersirup), Zwiebeln 6%, Paprika 5%, Orangensaft, modifizierte Stärke, Salz, Gurken 1,5%, Zitronensaft, Gewürze (enthalten SENF), Aroma, Gewürz- und Kräuterextrakt (enthält SELLERIE), Raucharoma. ",220 milliliters,daily,"Supplies, sauces and condiments","oil, dressings and sauces",oda,,,,,,,,30 g,0.20 g,0.20 g,602 kJ / 144 kcal,"H.J. Heinz GmbH, Erkrather Str. 228b, 40233 Düsseldorf, Deutschland",Polen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
