,,,,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Unnamed: 6,country of origin,commercial class,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Country of origin,Trade class,Contents.1,Possible delivery times.1,Weight,Characteristics,supplier,Information about the offer,region,supplier.1,Region of origin,region of origin,variety,Quality,Description,trademark,trade class,mixing,Characteristics.1,Salt,protein,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Ingredients/Ingredients,Freshness guarantee (minimum),Salt.1,Protein,fiber,Zucker,carbohydrates.1,hereof: saturated fatty acids.1,Fett,calorific value.1,Ingredients/Ingredients.1,Freshness guarantee (minimum).1,fiber.1,Information about the offer.1,May contain traces of,May contain traces of.1,storage,drained weight,storage.1,Variable weight,Description.1,drained weight.1,distributor,Notice,Polyunsaturated fatty acids,Monounsaturated fatty acids,particularities,weight class,grade,Size,Size.1,Delivery days,Freshness guarantee,Product InformationThe supplier has not provided us with detailed information about this product.View all Alpro products,sodium,deposit,deposit.1
1030,,,,Walter Popp Budapester Salat,"1,95€","Salat aus Fleischbrät, eingelegten Gurken, Paprika, Zwiebeln und Äpfeln in würziger Salatcreme , Popp Feinkost GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/45071-popp-walter-popp-budapester-salat/,https://bilder.kolonial.no/local_products/68f8a464-f255-4de3-b032-f30d9a911ce4.jpg?auto=format&fit=max&w=1000&s=659a278f4d6bbd20c6f06460c5706b5d,,,,,,"cheese, eggs and dairy products",Butter & Spreads,oda,,,200 Gramm,daily,,,,,,"Popp Feinkost GmbH, Carl-Benz-Str. 3, 24568 Kaltenkirchen, Deutschland",Deutschland,,,,,,,,,,,,,,,,,,1.70 g,4.40 g,,6.50 g,9 g,4.80 g,26 g,1190 kJ / 288 kcal,"Fleischbrät 34 % (Schweinefleisch, Wasser, Speck, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Kartoffelstärke, Dextrose, Stabilisator: Natriumcitrate; Gewürze (enthält SENF), Gewürzextrakte, Farbstoff: Echtes Karmin), Rapsöl, Wasser, Gurken 10 %, Paprika 6 %, Zucker, Zwiebeln 4 %, Äpfel, EIGELB, Gewürze, Speisesalz, Maisstärke, glutenfreie WEIZENSTÄRKE, Branntweinessig, Säureregulator: Natriumacetate; Dextrose, Verdickungsmittel: Guarkernmehl, Xanthan, Johannisbrotkernmehl; Farbstoff: Paprikaextrakt; Aroma (enthält SELLERIE). ",,,,,,,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,,,,,,,
1031,,,,Kerrygold Salted Irish Butter,€2.95,"Salted butter from Ireland, packed in Germany. Made from good pasture milk. , Ornua Deutschland GmbH has provided the above information.",https://oda.com//de/products/43421-kerrygold-kerrygold-irische-butter-gesalzen/,https://bilder.kolonial.no/local_products/26987eb3-9634-4e0f-857c-dc7dce81815b.jpg?auto=format&fit=max&w=1000&s=b24fe681379368b4ba44baa377453d1b,,,,250 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,,"Ornua Deutschland GmbH, Kerrygoldstr. 1 , D-47506 Neukirchen-Vluyn, Germany",,,,,Ireland,,,,,,,,1.80g,0.70g,0.60g,0.60g,80g,80g,2982kJ / 713kcal,"BUTTER , salt (1.8%).   ",,,,,,,,,,,,,,,,cooling productMust be stored between 0-4°C.,,,,,,,,,,,,,,,,,,,,
1032,,,,Walter Popp Meistersalat The finest chicken salad,€2.29,"Chicken, pineapple and tangerine salad in a spicy salad mayonnaise , Popp Feinkost GmbH has provided the above information.",https://oda.com//de/products/43724-popp-walter-popp-meistersalat-feinster-geflugelsal/,https://bilder.kolonial.no/local_products/2908a213-9972-4e9a-bc18-a002e3064886.jpg?auto=format&fit=max&w=500&s=57f705c0c6ead194f6e08be5d5ce5ee6,,,,150 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,,,,,"Popp Feinkost GmbH, Carl-Benz-Str. 3, 24568 Kaltenkirchen, Deutschland",Deutschland,,,,,,,,,1.05g,9g,,,,,,"Hühnerfleisch gegart 30 %, Ananas 18 %, Rapsöl, Mandarinen 11 %, Wasser, Ananassaft, Zucker, EIGELB, Gewürze, Speisesalz, Maisstärke, glutenfreie WEIZENSTÄRKE, Branntweinessig, Säureregulator: Natriumacetate; Dextrose, Verdickungsmittel: Guarkernmehl, Xanthan, Johannisbrotkernmehl; Aroma. ",,,,,7.90 g,8.90 g,1.60 g,17 g,944 kJ / 227 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,,,,Walter Popp Meistersalat Feinster Fleischsalat,"1,89€","Salad made from meat sausage and pickled cucumbers in a spicy salad cream , Popp Feinkost GmbH has provided the above information.",https://oda.com//de/products/43196-popp-walter-popp-meistersalat-feinster-fleischsala/,https://bilder.kolonial.no/local_products/4fe7257f-6e5f-478d-97b2-ce433529abe7.jpg?auto=format&fit=max&w=1000&s=3ae807f3f6aa2e73e42b114b52a82f69,,,,200 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,,"Popp Feinkost GmbH, Carl-Benz-Str. 3, 24568 Kaltenkirchen, Germany",,,,,Germany,,,,,,,,1.43g,4.80g,4.10g,5.80g,6.10g,28.90g,1259kJ / 305kcal,"Fleischwurst 40 % (Schweinefleisch, Wasser, Speck, Speisesalz, Dextrose, Gewürze, Stabilisator: Natriumcitrate; Antioxidationsmittel: Ascorbinsäure, Natriumascorbat; Farbstoff: Echtes Karmin), Rapsöl, Gurken 16 %, Wasser, Zucker, SAHNE, EIGELB, Gewürze, Speisesalz, SENFSAAT, Maisstärke, glutenfreie WEIZENSTÄRKE, Branntweinessig, Säureregulator: Natriumacetate; Dextrose, Thickeners:  guar gum,  xanthan gum,  locust bean gum. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,,,Kerrygold Original Irish Butter,€2.95,"Kerrygold Original Irish Butter impresses with its golden yellow colour, excellent taste and good spreadability and is therefore not without good reason the most popular butter among Germans. , BE Markenhandel GmbH & Co. KG has provided the above information.",https://oda.com//de/products/46939-kerrygold-kerrygold-original-irische-butter/,https://bilder.kolonial.no/local_products/64576151-7f51-478e-a7c5-0a36363bb6ac.jpg?auto=format&fit=max&w=1000&s=30dd495b6a9d57d736c2a5405367eba8,,,,200 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,,"BE Markenhandel GmbH & Co. KG, Johann-Bünting-Str. 1, 26845 Northmoor, Germany",,,,,Germany,,,,,,,,0.02g,0.70g,0.70g,0.70g,82.50g,82.50g,3076kJ / 735kcal,BUTTER . ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,,,,Kerrygold Extra ungesalzen,"4,25€","Kerrygold extra ist eine Kreation aus Original Irischer Butter und wertvollem Rapsöl. Sie ist direkt aus dem Kühlschrank streichfähig und ist durch den wieder verschließbaren Becher enorm praktisch. Natürlich lecker – ohne Zusatzstoffe! Sie enthält durch den Rapsölanteil 65% Fett. Ideal als Brotaufstrich, zum Kochen und Backen. Die Kreation enthält wertvolles Rapsöl, das vor allem wegen seines hohen Omega-3-Gehaltes besonders gesund ist. , Ornua Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44083-kerrygold-kerrygold-extra-ungesalzen/,https://bilder.kolonial.no/local_products/ceeccdba-2130-4c13-9c57-1779e4cf8b3d.jpg?auto=format&fit=max&w=1000&s=8cb6c4c3cc90dada37f8f200e4adcf9c,,,,,,"cheese, eggs and dairy products",Butter & Spreads,oda,,,400 Gramm,daily,,,,,,"Ornua Deutschland GmbH, Kerrygoldstr. 1 , D-47506 Neukirchen-Vluyn, Deutschland",Irland,,,,,,,,,0g,0.50g,0.50g,0.50g,65g,65g,2422kJ / 579kcal,,,,,,,,,,,"BUTTER 63%, Wasser, Rapsöl 13%. ",,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,,,Noa Hummus Herbs,€2.49,"Enjoy plant-based NOA For dipping, snacking & spreading Without genetic engineering, vegan, gluten-free Packed in a protective atmosphere , Noa GmbH & Co. KG has provided the above information.",https://oda.com//de/products/46865-noa-noa-hummus-krauter/,https://bilder.kolonial.no/local_products/3e8d6206-194f-48ba-8789-8e069dfeabe5.jpg?auto=format&fit=max&w=1000&s=c626547528ba3357e832945fdb4df9b4,,,,175 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,,"Noa GmbH & Co. KG, Karwendelstrasse 6-16, 86807 Buchloe, Germany",,,,,Germany,,,,,,,,1.40g,6.50g,1g,9g,2.50g,27.50g,1318kJ / 319kcal,"Cooked  chickpeas  (46%)  (water,  chickpeas),  rapeseed oil,  water,  SESAME MUS  (9%),  herbs,  spices,  table salt, citric  acid  ,  raw cane sugar,  garlic. May contain  traces  of  celery  . ",,,,,,,,,,,,,,Celery.,,,,,,,,,,,,,,,,,,,,,,
1037,,,,Noa Hummus Paprika Chili,€2.49,"Enjoy plant-based NOA For dipping, snacking & spreading Without genetic engineering, vegan, gluten-free Packed in a protective atmosphere , Noa GmbH & Co. KG has provided the above information.",https://oda.com//de/products/46510-noa-noa-hummus-paprika-chili/,https://bilder.kolonial.no/local_products/5c420361-17f2-4dee-b9b2-1a903ceb2951.jpg?auto=format&fit=max&w=1000&s=7be722c7807515a1a1b21da0c7f4607a,,,,175 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,,"Noa GmbH & Co. KG, Karwendelstrasse 6-16, 86807 Buchloe, Germany",,,,,Germany,,,,,,,,1.30g,6g,3g,11.50g,2.10g,22g,1155kJ / 279kcal,"Boiled  chickpeas  (46%)  (water,  chickpeas),  rapeseed oil,  water,  paprika puree  (9%),  SESAME MUS  (5%),  tomato paste,  raw cane sugar, garlic,  table  salt, citric  acid  ,  chili,  spice. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,,,Kerry Gold Extra Salted,€4.25,"Kerrygold _extra_ is a creation made from original Irish butter and valuable rapeseed oil. The addition of rapeseed oil makes them particularly easy to spread, even when chilled. It contains 65% fat due to the rapeseed oil content. Ideal as a spread, for cooking and baking. , Ornua Deutschland GmbH has provided the above information.",https://oda.com//de/products/46964-kerrygold-kerrygold-extra-gesalzen/,https://bilder.kolonial.no/local_products/ea0dd8af-c6fe-4e22-9d7d-96aed7251dd7.jpg?auto=format&fit=max&w=1000&s=7d86b8ece97b3457aaf6002c377e79ce,,,,400 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,,"Ornua Deutschland GmbH, Kerrygoldstr. 1 , D-47506 Neukirchen-Vluyn, Germany",,,,,Ireland,,,,,,,,1g,0.50g,0.50g,0.50g,65g,65g,2422kJ / 579kcal,"BUTTER  63%,  water,  rapeseed oil  13%,  sea salt  1%. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,,,,Kerrygold Herb Butter,€2.69,"The herb butter consists exclusively of butter, herbs and spices. Garden herbs, such as parsley and chives, and the addition of garlic, pepper and lemon juice make the herb butter look and taste homemade. In addition, the butter is made from Irish grass-fed milk. , Ornua Deutschland GmbH has provided the above information.",https://oda.com//de/products/44477-kerrygold-kerrygold-krauterbutter/,https://bilder.kolonial.no/local_products/08605673-517c-49fd-96a2-7bee3077100d.jpg?auto=format&fit=max&w=1000&s=bbfe4671d86bfb8f825b66c1ea66e2a3,,,,150 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,,"Ornua Deutschland GmbH, Kerrygoldstr. 1 , D-47506 Neukirchen-Vluyn, Germany",,,,,Ireland,,,,,,,,1.90g,1.10g,1.10g,1.10g,66g,66g,2500kJ / 598kcal,"Butter (81%), herbs (parsley and chives) (7.6%), onions, garlic (3.8%), salt (1.9%), water, spices, lemon juice (from concentrate), citrus fiber, garlic extract .",,,,,,,,,,,,,,,,cooling productMust be stored between 0-4°C.,,,,,,,,,,,,,,,,,,,,
1040,,,,Noa spread chickpea avocado,€2.49,"Enjoy plant-based NOA GMO-free Vegan Gluten-free Packed in a protective atmosphere. , Noa GmbH & Co. KG has provided the above information.",https://oda.com//de/products/55839-noa-noa-brotaufstrich-kichererbse-avocado/,https://bilder.kolonial.no/local_products/fad181a7-bd55-4b93-a7d6-4cf31db0306a.jpg?auto=format&fit=max&w=1000&s=7bd85e9cc84f161e1726d50aa810d2dd,,,,175 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,,"Noa GmbH & Co. KG, Karwendelstrasse 6-16, 86807 Buchloe, Germany",,,,,Germany,,,,,,,,1.50g,5.30g,1g,10.30g,1.70g,19.30g,1021kJ / 246kcal,"Cooked chickpeas (52%) (water, chickpeas), water, rapeseed oil, avocado (7%), lemon juice concentrate, roasted sunflower seeds, lime juice, quinoa, spinach powder, spices, table salt, garlic, chili. May contain traces of sesame.",,,,,,,,,,,,,,Sesame seeds.,,,,,,,,,,,,,,,,,,,,,,
1041,,,,Popp Mega Gut Hummus natural,€2.19,"Chickpea paste with sesame and garlic , Grossmann Feinkost GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46754-popp-popp-mega-gut-hummus-natur/,https://bilder.kolonial.no/local_products/7a83df09-d0d9-4152-a1f4-de3615295a1c.jpg?auto=format&fit=max&w=1000&s=57a2ef16b8c0a2a1930ecb53f09c103b,,,,,,"cheese, eggs and dairy products",Butter & Spreads,oda,,,175 Gramm,daily,,,Grossmann Feinkost GmbH,,,,,Germany,,,,,,,,1.71g,6.50g,3.60g,12.50g,1.30g,10.80g,724kJ / 174kcal,,,,,,,,,,,"Kichererbsen 59 %, Trinkwasser, SESAM 12 %, Branntweinessig, Zucker, Rapsöl, Knoblauch 1 %, Zitronensaft, Gewürze, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Speisesalz, modifizierte Maisstärke, Säuerungsmittel: Citronensäure; Säureregulator: Natriumacetate; Verdickungsmittel: Guarkernmehl; SESAMÖL.

Unter Schutzatmosphäre verpackt. ",,,,,,,,,,,,,,,,,,,,,,,,,,
1042,,,,President Meersalz-Butter,"3,99€","Mildgesäuerte Butter, gesalzen mit Meersalzkörnen (2,5%) , Lactalis Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47254-president-president-meersalz-butter/,https://bilder.kolonial.no/local_products/f7008c1b-23e6-469a-9d89-808e13c10229.jpg?auto=format&fit=max&w=1000&s=f78481dc3533c08959c7ed0a0a3307d4,,,,,,"cheese, eggs and dairy products",Butter & Spreads,oda,,,250 Gramm,daily,,,,,,"Lactalis Deutschland GmbH, Am Yachthafen 2, 77694 Kehl, Deutschland",Frankreich,,,,,,,,,,,,,,,,,,2.50 g,0.70 g,,1 g,1 g,55 g,80 g,2989 kJ / 727 kcal,"pasteurisierte KuhMILCH, BUTTER, Meersalz (2,5%), Säuerungsmittel, Milchsäurebakterien ",,,,,,,,,,,,,,,,,,,,,,,,,,
1043,,,,Rama Culinesse,"2,15€","Rama Pflanzencreme Culinesse mit hochwertigem Rapsöl eignet sich hervorragend zum Braten, Kochen, Dünsten, Verfeinern, Abschmelzen und Backen. Mit einer Kombination aus wertvollen Pflanzenölen liefert sie essentielle Omega 3 & 6 Fettsäuren, die vom Körper nicht eigenständig hergestellt werden können und daher über die dailye Nahrung aufgenommen werden müssen. Rama Pflanzencreme Culinesse lässt sich höher erhitzen als andere Margarinen oder Butter, ohne dabei anzubrennen. Außerdem spritzt sie weniger als Butter oder Öl und sorgt so für ein sicheres Kochvergnügen. Rama Pflanzencreme Culinesse hat einen Fettgehalt von 79%. Sie ist erhältlich in einer wiederverschließbaren 500ml Dosierflasche. Rama Pflanzencreme Culinesse mit hochwertigem Rapsöl ist vegetarisch sowie ohne Konservierungsstoffe. , Unilever Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46973-rama-rama-culinesse/,https://bilder.kolonial.no/local_products/0e785745-b51a-4766-8702-0c6b08c305a0.jpg?auto=format&fit=max&w=356&s=5ee9b14a5179418c85335506860c43b2,,,,,,"cheese, eggs and dairy products",Butter & Spreads,oda,,,500 Milliliter,daily,,,,,,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, Deutschland",Deutschland,,,,,,,,,,,,,,,,,,1.30 g,,,,,71 g,71 g,2630 kJ / 629 kcal,"Pflanzliche Öle (72% Raps, 5% Sonnenblumen, Raps ganz gehärtet), Trinkwasser, Speisesalz (1,5%), Emulgator (Lecithine(mit SOJA)), Aromen, Säuerungsmittel (Citronensäure), Farbstoff (Carotin), Vitamin D. ",,,,,,,,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,,,,,,,,,,,,,,,,,
1044,,,,Rama Culinesse with butter flavor,€2.19,"Rama plant cream Culinesse with a fine note of butter is just the thing for butter lovers for cooking and baking. Rama Culinesse Plant Cream with a fine note of butter is versatile. The all-rounder ensures safe cooking pleasure when frying, because it does not splatter and does not burn despite high heating. The plant-based cream is also impressive when it comes to baking, because it can be easily mixed with other ingredients. It is extremely suitable for melting and refining, as it gives every dish a delicate note of butter. Highly recommended: Rama Culinesse Plant Cream with a fine note of butter for fish, buttered vegetables and mashed potatoes! Here the fine note of butter leads to a particularly delicious cooking result. Also included are essential Omega 3 & 6 fatty acids. , Unilever Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/44903-rama-rama-culinesse-mit-buttergeschmack/,https://bilder.kolonial.no/local_products/3891501b-3d3b-41e6-a188-a1b011bbe86c.jpg?auto=format&fit=max&w=356&s=b7f0d702c2465477f2c78b1803f24eed,,,,,,"cheese, eggs and dairy products",Butter & Spreads,oda,,,500 Milliliter,daily,,,,,,"Unilever Deutschland GmbH, Neue Burg 1, 20457 Hamburg, Germany",Deutschland,,,,,,,,,1.30g,,,,7.20g,71g,2630kJ / 629kcal,,,,,,,,,,,"Pflanzliche Öle (72% Raps, 5% Sonnenblumen, Raps ganz gehärtet), Trinkwasser, Speisesalz (1,5%), Emulgator (Lecithine (mit SOJA)), MOLKENERZEUGNIS, Konservierungsstoff (Kaliumsorbat), Aromen (mit MILCH), Säuerungsmittel (Citronensäure), Farbstoff (Carotin), Vitamin D. ",,,,,,cooling productMust be stored between 0-4°C.,,,,,,,,,,,,,,,,,,,,
1045,,,,BIO COMPANY organic hummus sesame,€2.09,"Hummus spread based on pureed chickpeas with sesame butter and an oriental aromatic note, seasoned with parsley, garlic and caraway. , BIO COMPANY SE has provided the above information.",https://oda.com//de/products/52671-bio-company-bio-company-bio-hummus-sesam/,https://bilder.kolonial.no/local_products/b1bbe5b5-ecfa-4424-91d2-eae55596e131.jpg?auto=format&fit=max&w=450&s=a30d0f0cfd2158c8dd01ed9edcfdf22c,,,,150 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,organic product,"BIO COMPANY SE, Rheinstrasse 45-46, 12161, Berlin, Germany",,,,,,,,,,,,,1.10g,6.80g,3g,13g,,28g,1386kJ / 335kcal,"Chickpeas*  cooked  (60  %),  olive oil*,  sunflower oil*,  SESAME MUS*  (3  %),  agave syrup*, lemon juice  concentrate*,  parsley*,  garlic*,  sea salt,  cumin*,  paprika* ",,,,,,,,,,,,,,Peanuts.,,,,,,,,,,,,,,,,,,,,,,
1046,,,,Butari's clarified butter,€3.99,"For roasting, baking, cooking and frying. A classic of good cuisine. Butaris is a high-quality milk product and naturally free from: lactose, preservatives, colorings, emulsifiers, flavor enhancers. , Bayernland eG has provided the above information.",https://oda.com//de/products/43716-butaris-butaris-butterschmalz/,https://bilder.kolonial.no/local_products/0216f358-9437-4d89-b9b0-8612802213b6.jpg?auto=format&fit=max&w=1000&s=9118ace8021af62567d227cddb3fd772,,,,250 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,,"Bayernland eG, Breslauer Str. 406, 90471 Nuremberg, Germany",,,,,Germany,,,,,,,,0g,0g,0g,0g,64.90g,99.80g,3693kJ / 883kcal,BUTTER . ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,,,,BIO COMPANY Organic hummus with pumpkin and sesame,€2.09," , No detailed information was provided about this product.",https://oda.com//de/products/52674-bio-company-bio-company-bio-hummus-mit-kurbis-und/,https://bilder.kolonial.no/local_products/a98aab59-4b2b-476b-9c6f-211d29c1e5a2.jpg?auto=format&fit=max&w=450&s=57f47b46dcb1fd1113d69a6e046934c9,,,,150 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,organic product,"BIO COMPANY, Rheinstrasse 45-46, 12161 Berlin, Germany",,,,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,,,,MEGGLE clarified butter,€3.99,"Whether for splash-free, sharp roasting, for full-bodied cooking and baking or for frying - the all-round talent should not be missing in any kitchen. The unique buttery recipe of the butter experts gives every dish a particularly intense and unmistakable aroma. In this way, not only lovers of traditional recipes, but also amateur cooks who are keen to experiment conjure up dishes that will melt your heart in no time at all. Without preservatives, colorings and flavor enhancers. , MEGGLE GmbH & Co. KG has provided the above information.",https://oda.com//de/products/43299-meggle-meggle-butterschmalz/,https://bilder.kolonial.no/local_products/a0f40ecd-88bf-448d-9549-bbfddf011658.jpg?auto=format&fit=max&w=1000&s=81e0f136dc2a6c1688fa34c0da99500c,,Germany,,250 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,,"MEGGLE GmbH & Co. KG, Megglestr. 6-12, 83512 Wasserburg am Inn, Germany",,,,,Netherlands,,,,,,,,0g,0g,0g,0g,99.80g,99.80g,3693kJ / 883kcal,BUTTER ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,,,,Kuhlmann hummus natural,€2.39,"Natural hummus 200g , Heinrich Kuhlmann GmbH has provided the above information.",https://oda.com//de/products/46720-kuhlmann-kuhlmann-hummus-natur/,https://bilder.kolonial.no/local_products/015207a1-83fd-4ebb-9f2f-5cf3db605790.jpg?auto=format&fit=max&w=1000&s=d4269cbc1cc738b2eadd1a9298d2aea0,,,,200 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,Deutschland,,,,,,,,,"Heinrich Kuhlmann GmbH, Im Thüle 26, 33397 Rietberg, Deutschland",,,,,,,,,,1.45g,6.80g,2.40g,11.80g,,,,"Kichererbsen 52%, Rapsöl, SESAM 13%, Trinkwasser, Branntweinessig, Zucker, SESAMÖL geröstet, Speisesalz, modifizierte Stärke, Stärke, Knoblauch, Gewürze, SESAM geröstet, schwarzer SESAM, Kräuter, Chili, Säuerungsmittel: Citronensäure, Verdickungsmittel: Guarkernmehl, Säureregulator: Natriumacetate, Konservierungsstoff: Kaliumsorbat. ",5 days,,,,,,2.50g,26.20 g,1329 kJ / 321 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,,,,LARU lard,€1.79,"Pork lard with spicy greaves. , LARU GmbH has provided the above information.",https://oda.com//de/products/45493-laru-laru-griebenschmalz/,https://bilder.kolonial.no/local_products/c7f61c4f-fbe0-4e20-9b7b-4ea8ab8f28b4.jpg?auto=format&fit=max&w=1000&s=620f2be4b9555326680c29cf706c2433,,,,150 grams,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,,"LARU GmbH, Weusterstr. 25, D-46240 Bottrop, Germany",,,,,Germany,,,,,,,,0.99g,3.70g,0.60g,0.60g,93.60g,93.60g,3547kJ / 848kcal,"Pork lard  88%,  pork greaves  8%,  fried onions  (onions,  palm oil,  WHEAT FLOUR , table salt), table salt, spices, dextrose, antioxidant: rosemary extract .         ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,,,,LARU lard,€1.39,"Laru pork lard for baking, roasting and cooking. Ideal for doughnuts, lard, shortcrust pastry and stollen. Also ideal for green cabbage, red cabbage, sauerkraut, for stews, for roasting meat, fish, sausages, potatoes and schnitzel. , LARU GmbH has provided the above information.",https://oda.com//de/products/47763-laru-laru-schweineschmalz/,https://bilder.kolonial.no/local_products/30d767a6-1c6c-4058-b8d7-393672de159b.jpg?auto=format&fit=max&w=1000&s=0193ddad4b432f5a862f916a3f33919b,,,,250 milliliters,daily,"cheese, eggs and dairy products",Butter & Spreads,oda,,,,,,,"LARU GmbH, Weusterstr. 25, D-46240 Bottrop, Germany",,,,,Germany,,,,,,,,,0.10g,,,99.70g,99.70g,3692kJ / 882kcal,"Pork lard, antioxidant: extract of rosemary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,,,,Vegan Chovi Allioli Dip,€2.75,"Fresh Garlic Cream. , Müller-Moers GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/55858-chovi-chovi-allioli-dip-vegan/,https://bilder.kolonial.no/local_products/df80fb34-2a5d-438c-8a3d-75e84a8f9d0d.jpg?auto=format&fit=max&w=1000&s=9dee9a0d1d47b85151a36db5e3430aed,,,,,,"cheese, eggs and dairy products",Butter & Spreads,oda,,,150 Milliliter,daily,,,,,,"Müller-Moers GmbH & Co. KG, Genender Weg 6, 47445 Moers, Deutschland",,,,,,,,,,,,,,,,,,,1.30 g,0.30 g,,3.70 g,5.80 g,7.90 g,65 g,2526 kJ / 604 kcal,"65% Pflanzenöl*, Wasser, 4% Knoblauch, Dextrose, Essig, Sonnenblumenöl, Salz, Zitronensaftkonzentrat, modifizierte Stärke, Xanthangummi, Farbstoff: Betacarotin, Konservierungsstoff: Kaliumsorbat. *Sonnennblumenöl (gekennzeichnet mit AG) oder Rapsöl (gekennzeichnet mit AN), siehe Kürzel neben Charge.",,,,,,,,,,,,,,,,,,,,,,,,,,
